날짜,뉴스_변동성_전체,뉴스_변동성_크기,뉴스_변동성_방향
2020.10.23.,0.08441454205570198,4.290322580645161,5.944444444444445
2020.10.22.,0.833671975330522,9.227272727272727,3.622950819672131
2020.10.21.,-0.0617432846827892,9.80952380952381,-6.517241379310345
2020.10.20.,0.05285850232609745,1.7878787878787878,2.5142857142857142
2020.10.19.,-0.2887070096753094,2.7,2.673076923076923
2020.10.18.,1.0,-1.1818181818181819,5.0
2020.10.17.,0.43311954877221487,-3.9166666666666665,2.0
2020.10.16.,-0.3475298686309712,2.7916666666666665,9.214285714285714
2020.10.15.,0.5433592192576865,18.714285714285715,3.261904761904762
2020.10.14.,0.4042304606045629,24.5,2.9411764705882355
2020.10.13.,0.5116172638608357,2.2972972972972974,-14.25
2020.10.12.,0.3784612916527766,2.0875,1.6571428571428573
2020.10.11.,-0.20654979903856743,-1.5454545454545454,1.5172413793103448
2020.10.10.,0.3352877617999874,1.2272727272727273,-4.0
2020.10.09.,0.1847263680133345,1.9545454545454546,3.3076923076923075
2020.10.08.,-0.5701655946861067,24.0,-8.0
2020.10.07.,0.2466225578158184,1.4210526315789473,2.6923076923076925
2020.10.06.,0.2515235716610907,-18.0,14.5
2020.10.05.,0.15930638387321944,-4.357142857142857,1.853658536585366
2020.10.04.,-0.20639304660643384,4.142857142857143,3.7142857142857144
2020.10.03.,-0.08610535979504258,-3.3333333333333335,
2020.10.02.,1.0,-1.0,11.0
2020.10.01.,0.795351808194324,2.1666666666666665,3.25
2020.09.30.,1.0,-1.6,-15.0
2020.09.29.,0.19817248340592458,-6.875,1.5806451612903225
2020.09.28.,0.3386914874547273,-4.5,-21.0
2020.09.27.,0.19484956246922913,-2.4444444444444446,1.2941176470588236
2020.09.26.,0.8174143903269362,-0.5555555555555556,2.2222222222222223
2020.09.25.,0.34169638356691256,3.5625,7.0
2020.09.24.,0.8194624783235972,2.15625,6.4
2020.09.23.,-0.01573284876292369,1.4936708860759493,-2.9583333333333335
2020.09.22.,0.05501863614735945,12.25,2.608695652173913
2020.09.21.,0.6707188364131176,4.0,8.0
2020.09.20.,-0.6699466279744886,5.333333333333333,-1.4615384615384615
2020.09.19.,-1.0,,1.2
2020.09.18.,0.5054754432101201,-22.0,3.1176470588235294
2020.09.17.,-0.27304576483201837,1.5952380952380953,-1.2222222222222223
2020.09.16.,0.11604284855914865,2.0344827586206895,1.9444444444444444
2020.09.15.,0.3978323449046102,3.4545454545454546,1.5483870967741935
2020.09.14.,0.3369345594205089,2.25,2.033333333333333
2020.09.13.,0.11064581677702236,3.0,1.4375
2020.09.12.,0.4542290215353007,8.5,1.9
2020.09.11.,0.0004110239432448329,-0.8214285714285714,2.1153846153846154
2020.09.10.,0.18396123774295647,2.5652173913043477,1.3492063492063493
2020.09.09.,0.43978047883763716,1.8412698412698412,-26.666666666666668
2020.09.08.,-0.20054345126179962,-5.0,1.5603448275862069
2020.09.07.,-0.04271863928940632,4.05,2.395348837209302
2020.09.06.,-0.309416602938906,-4.0,-2.7142857142857144
2020.09.05.,0.4017579464773839,1.3,-2.0
2020.09.04.,-0.046083029069777084,-9.875,2.2093023255813953
2020.09.03.,-0.002063829793720954,2.909090909090909,15.4
2020.09.02.,-0.34027219532851805,3.0,11.1
2020.09.01.,0.6980133995300728,2.9,2.0
2020.08.31.,0.16781425774503395,-2.6,7.857142857142857
2020.08.30.,0.8047014576159596,9.25,1.28125
2020.08.29.,1.0,2.0,-0.4
2020.08.28.,-0.2333126561454862,1.5256410256410255,1.9333333333333333
2020.08.27.,0.3372890486088307,4.913043478260869,19.6
2020.08.26.,0.050144416211719535,10.285714285714286,1.5909090909090908
2020.08.25.,0.4775632669354886,5.555555555555555,2.5714285714285716
2020.08.24.,0.771442537197616,-4.625,1.63013698630137
2020.08.23.,1.0,-3.3333333333333335,-1.0
2020.08.22.,1.0,-0.16666666666666666,1.146341463414634
2020.08.21.,0.6010267255713877,-0.6568627450980392,1.984375
2020.08.20.,0.5049510010437347,7.8,1.6666666666666667
2020.08.19.,0.5258039178314764,3.388888888888889,2.4074074074074074
2020.08.18.,0.5716454551906371,27.333333333333332,13.0
2020.08.17.,0.42667213098104484,1.9166666666666667,1.5517241379310345
2020.08.16.,1.0,-1.0769230769230769,1.1818181818181819
2020.08.15.,0.9263032095556354,-1.5,1.2222222222222223
2020.08.14.,0.2287780135185924,27.5,1.6486486486486487
2020.08.13.,0.2371074300682512,6.666666666666667,2.4375
2020.08.12.,-0.37474714250446667,2.4615384615384617,1.4074074074074074
2020.08.11.,0.10074411704733677,2.4893617021276597,2.1636363636363636
2020.08.10.,0.22433463654770097,8.5,3.6470588235294117
2020.08.09.,0.7841333340985069,-10.5,3.5
2020.08.08.,-0.4394063303168109,2.1578947368421053,1.6296296296296295
2020.08.07.,-0.7927666350770237,-2.2465753424657535,-0.27385892116182575
2020.08.06.,0.3762511555162209,5.6923076923076925,1.875
2020.08.05.,-0.10241044891913167,6.2105263157894735,1.5702479338842976
2020.08.04.,0.45645337233530914,21.285714285714285,3.0727272727272728
2020.08.03.,0.7827605872464689,1.4838709677419355,2.772727272727273
2020.08.02.,0.752227369938057,1.1794871794871795,-20.0
2020.08.01.,0.9173613285684762,2.125,2.1538461538461537
2020.07.31.,0.2402134037825025,2.1,2.210526315789474
2020.07.30.,0.7459759828403071,2.096774193548387,9.6
2020.07.29.,1.0,1.4166666666666667,1.725
2020.07.28.,0.8900810285638586,8.7,3.3846153846153846
2020.07.27.,0.9698027017900593,2.7254901960784315,3.4722222222222223
2020.07.26.,0.43878579167318293,3.3846153846153846,7.0
2020.07.25.,0.5263138177554134,-1.0,2.0
2020.07.24.,0.7528157563136589,8.0,1.8
2020.07.23.,0.6957534932335745,-3.4827586206896552,1.8125
2020.07.22.,0.7581892844199777,-2.6623376623376624,2.9382716049382718
2020.07.21.,0.6656363908859151,-8.2,7.2
2020.07.20.,0.42044155918725573,2.9523809523809526,2.0625
2020.07.19.,0.6600698321520193,-0.8,1.5555555555555556
2020.07.18.,0.6358722420323231,-1.6956521739130435,-1.4545454545454546
2020.07.17.,0.6508278902882993,-4.195121951219512,-0.6129032258064516
2020.07.16.,-0.40853616972561935,27.833333333333332,-3.3636363636363638
2020.07.15.,0.4403403128106704,5.944444444444445,7.666666666666667
2020.07.14.,0.9416600801205698,3.433333333333333,2.6
2020.07.13.,0.14147099853134307,-6.769230769230769,-2.066666666666667
2020.07.12.,0.14974761556432523,-0.4074074074074074,-0.4230769230769231
2020.07.11.,1.0,,
2020.07.10.,0.5547107633134624,2.4705882352941178,1.9761904761904763
2020.07.09.,0.22974469356162588,3.1666666666666665,-1.829268292682927
2020.07.08.,0.19486236741672938,7.4,3.673076923076923
2020.07.07.,0.7745937956186908,2.625,20.571428571428573
2020.07.06.,0.48663907519358135,-1.7209302325581395,-0.9811320754716981
2020.07.05.,-0.6197866982700208,-3.0,
2020.07.04.,0.8855892183505389,-0.5769230769230769,1.3
2020.07.03.,0.1533634727872411,-4.555555555555555,-4.333333333333333
2020.07.02.,0.6101510732560413,2.5384615384615383,11.571428571428571
2020.07.01.,0.26789297431197623,-88.0,1.5894736842105264
2020.06.30.,0.2874454089424721,-3.9655172413793105,-1.6727272727272726
2020.06.29.,0.4609147364282576,-67.0,2.128205128205128
2020.06.28.,0.25888135476404617,-5.2,1.9444444444444444
2020.06.27.,1.0,-4.25,1.6923076923076923
2020.06.26.,0.20637226920200755,-0.6834532374100719,-1.4285714285714286
2020.06.25.,0.5402031687343252,-3.3,5.25
2020.06.24.,0.3228899326680059,43.0,2.156862745098039
2020.06.23.,0.25329749292134507,17.5,17.666666666666668
2020.06.22.,0.13759462407386103,2.9705882352941178,-11.533333333333333
2020.06.21.,0.31336817580578763,-1.0638297872340425,-0.6538461538461539
2020.06.20.,-0.5584718699311197,-1.7142857142857142,3.875
2020.06.19.,0.06318473688407267,-4.909090909090909,2.7083333333333335
2020.06.18.,0.3025077174133211,-2.393939393939394,6.857142857142857
2020.06.17.,0.2259237491502938,-2.3194444444444446,-1.5063291139240507
2020.06.16.,0.5286919301376154,-1.180327868852459,-6.714285714285714
2020.06.15.,1.0,-1.59375,1.763157894736842
2020.06.14.,0.09225947160744546,-0.5714285714285714,-0.8275862068965517
2020.06.13.,-0.07251748435417381,-1.054054054054054,-0.66
2020.06.12.,0.2752570423636194,3.696969696969697,3.341463414634146
2020.06.11.,-0.35019629701712013,1.9285714285714286,-1.2
2020.06.10.,-0.026162421752542714,-28.5,2.1724137931034484
2020.06.09.,0.2510301504186173,6.25,-3.5
2020.06.08.,0.7137377212532153,-2.5238095238095237,2.0526315789473686
2020.06.07.,0.032632538494143645,-7.75,2.0476190476190474
2020.06.06.,-0.18142552397450432,-10.5,2.111111111111111
2020.06.05.,0.37151106146865065,-3.9047619047619047,1.8837209302325582
2020.06.04.,0.8786794536977215,-1.8095238095238095,1.7384615384615385
2020.06.03.,0.17678457061114267,4.136363636363637,-2.4761904761904763
2020.06.02.,1.0,1.6288659793814433,-1.2295081967213115
2020.06.01.,0.395942335962482,1.5384615384615385,1.9411764705882353
2020.05.31.,1.0,1.6842105263157894,-1.3636363636363635
2020.05.30.,1.0,-7.666666666666667,-4.5
2020.05.29.,-0.09493021142676768,1.6170212765957446,-4.625
2020.05.28.,0.7569109642078727,1.4782608695652173,1.711111111111111
2020.05.27.,0.6027401233098547,1.7692307692307692,4.321428571428571
2020.05.26.,-0.0901696699019942,2.375,3.142857142857143
2020.05.25.,0.5905773990554904,3.8666666666666667,2.789473684210526
2020.05.24.,-0.16845935581826893,3.1,24.0
2020.05.23.,0.4930041918905548,-16.0,4.75
2020.05.22.,0.29073948490672397,-4.416666666666667,1.75
2020.05.21.,0.07845863799067125,3.96,-1.8529411764705883
2020.05.20.,0.5064002492632887,2.020408163265306,4.466666666666667
2020.05.19.,0.0079473051060322,-49.333333333333336,-15.5
2020.05.18.,0.7126794041019293,-11.857142857142858,3.096774193548387
2020.05.17.,0.6007249373110248,3.727272727272727,2.3333333333333335
2020.05.16.,0.2474629044687697,-5.5,-0.6666666666666666
2020.05.15.,0.7280853135278773,-0.6713286713286714,-0.6506024096385542
2020.05.14.,0.8832600243536101,6.6,4.096774193548387
2020.05.13.,0.8864365455332781,1.671875,1.3875
2020.05.12.,0.17669682012533117,2.8125,4.157894736842105
2020.05.11.,0.4491553122002605,4.571428571428571,-2.6315789473684212
2020.05.10.,-0.28466031510225026,8.0,6.0
2020.05.09.,1.0,1.8,19.0
2020.05.08.,0.8082059982852541,2.8,-3.217391304347826
2020.05.07.,0.7392483069730909,1.732394366197183,1.9411764705882353
2020.05.06.,0.9152312107964156,1.726530612244898,7.1063829787234045
2020.05.05.,0.027618061318975547,-2.4545454545454546,
2020.05.04.,0.18778660191079935,18.0,64.0
2020.05.03.,0.6728014697062803,-54.0,3.823529411764706
2020.05.02.,0.9078793207915545,9.666666666666666,1.9375
2020.05.01.,0.8695384703965859,2.4107142857142856,2.604651162790698
2020.04.30.,0.9248805921382464,2.9166666666666665,2.8333333333333335
2020.04.29.,0.2346153104668556,1.957142857142857,-1.7878787878787878
2020.04.28.,0.3653558357054618,,4.208333333333333
2020.04.27.,0.6557678370914635,-1.6635514018691588,4.086956521739131
2020.04.26.,1.0,1.5517241379310345,
2020.04.25.,0.48358553417743294,-0.6296296296296297,4.176470588235294
2020.04.24.,0.3718655653800683,-0.5159574468085106,3.043010752688172
2020.04.23.,0.6075190063510113,2.084507042253521,2.693877551020408
2020.04.22.,0.6591901653271156,4.153846153846154,1.7027027027027026
2020.04.21.,0.08692881395840779,-4.333333333333333,3.268292682926829
2020.04.20.,0.13881927940193947,2.5714285714285716,-12.333333333333334
2020.04.19.,0.639713723514952,6.5,2.857142857142857
2020.04.18.,-0.2528837578129957,1.6875,20.0
2020.04.17.,0.8053435905424557,4.075,5.074074074074074
2020.04.16.,-0.20502878742455963,1.7752808988764044,4.913043478260869
2020.04.15.,0.2234405090855085,4.25,-0.8695652173913043
2020.04.14.,0.5736779686407412,2.761904761904762,-3.6666666666666665
2020.04.13.,0.8357797128309297,1.7405857740585775,-0.6188811188811189
2020.04.12.,0.8326528278888138,-5.75,2.28
2020.04.11.,-0.40135623866746456,-6.0,4.5
2020.04.10.,0.3355700511315391,1.9285714285714286,
2020.04.09.,0.13531169286986267,3.4,-6.923076923076923
2020.04.08.,0.9777845134427685,1.5522388059701493,4.588235294117647
2020.04.07.,0.4620171787460017,2.2051282051282053,-20.6
2020.04.06.,-0.6637721106607475,4.855072463768116,4.3
2020.04.05.,-0.6627349877122176,-19.0,-0.7058823529411765
2020.04.04.,1.0,-1.25,-2.6666666666666665
2020.04.03.,0.7111491250932156,3.0434782608695654,-54.0
2020.04.02.,-0.06141207960098104,-79.0,7.375
2020.04.01.,0.5231734734387159,2.913793103448276,4.25
2020.03.31.,0.8676402292331888,3.0,5.177777777777778
2020.03.30.,0.16276189352453121,2.6043956043956045,-3.975609756097561
2020.03.29.,0.5154471991677813,1.4791666666666667,-0.6666666666666666
2020.03.28.,0.7577497077395003,1.3166666666666667,-0.7941176470588235
2020.03.27.,0.32446669718089477,1.6842105263157894,-1.5454545454545454
2020.03.26.,-0.47848895846134915,8.825,3.7590361445783134
2020.03.25.,0.49541183200951505,2.28,-2.9491525423728815
2020.03.24.,0.22319479350014168,3.1452991452991452,-55.2
2020.03.23.,0.5908529142532906,2.183673469387755,6.52
2020.03.22.,0.6302225994912412,2.9,-3.4615384615384617
2020.03.21.,0.7466210999977053,3.462962962962963,-22.333333333333332
2020.03.20.,0.16514122099921755,6.085714285714285,5.931034482758621
2020.03.19.,0.1540711847554818,3.1333333333333333,3.65
2020.03.18.,0.21911298289144254,3.2857142857142856,
2020.03.17.,-0.08440411518393483,3.0303030303030303,-35.0
2020.03.16.,0.6490700934771154,2.375,-10.857142857142858
2020.03.15.,-0.08209360131492342,3.909090909090909,2.2222222222222223
2020.03.14.,0.8817632091044502,1.5454545454545454,4.333333333333333
2020.03.13.,-0.19661332530653527,1.46875,3.4814814814814814
2020.03.12.,0.4137545449097356,4.136363636363637,-7.25
2020.03.11.,0.5316197344717887,3.7142857142857144,4.2727272727272725
2020.03.10.,-0.13537389039745074,1.9743589743589745,4.25
2020.03.09.,0.1083340680620998,2.382978723404255,2.7777777777777777
2020.03.08.,0.024697925142301288,1.7391304347826086,-0.6842105263157895
2020.03.07.,-0.7409060970291578,1.8214285714285714,-0.3448275862068966
2020.03.06.,-0.19581168143041955,2.7674418604651163,3.130434782608696
2020.03.05.,-0.5512875431375661,-28.0,6.0
2020.03.04.,-0.5419261542200426,-4.176470588235294,4.461538461538462
2020.03.03.,0.4665000682802879,3.1538461538461537,15.75
2020.03.02.,-0.45731533840641564,1.7346938775510203,2.761904761904762
2020.03.01.,-0.38666527417317414,2.4615384615384617,2.5
2020.02.29.,-0.7127490583208672,3.0,11.0
2020.02.28.,0.12350832158945088,12.142857142857142,-3.2142857142857144
2020.02.27.,0.976181431054306,-11.75,3.1538461538461537
2020.02.26.,-0.056362231752201515,4.222222222222222,-1.8461538461538463
2020.02.25.,-0.47411854099390427,1.6046511627906976,-2.4615384615384617
2020.02.24.,0.39828146761231825,2.1481481481481484,-9.0
2020.02.23.,1.0,,6.5
2020.02.22.,0.6109959103554178,3.5,-0.4375
2020.02.21.,1.0,-10.0,-4.0
2020.02.20.,1.0,-2.625,1.3728813559322033
2020.02.19.,-0.2840934298574417,2.8125,
