날짜,커뮤니티_변동성_전체,커뮤니티_변동성_크기,커뮤니티_변동성_방향
2019.11.24.,-0.6774193548387096,0.3333333333333333,-0.4444444444444444
2019.11.23.,0.5,0.16666666666666666,1.0
2019.11.22.,-0.37815126050420167,0.0,-0.6666666666666666
2019.11.21.,-0.8333333333333334,-0.3333333333333333,-0.6
2019.11.20.,-0.3469387755102041,-0.5238095238095238,-0.3150684931506849
2019.11.19.,-0.2727272727272727,0.3333333333333333,-0.6842105263157895
2019.11.18.,-0.3411764705882353,-0.5625,-0.18143459915611815
2019.11.17.,-0.1464968152866242,0.15789473684210525,-0.26605504587155965
2019.11.16.,0.0,1.0,0.75
2019.11.15.,-0.3333333333333333,1.0,-0.5714285714285714
2019.11.14.,-0.52,0.3333333333333333,-0.6521739130434783
2019.11.13.,0.5555555555555556,1.0,0.14285714285714285
2019.11.12.,0.058823529411764705,-0.6,0.1
2019.11.11.,-0.5,-0.14285714285714285,-0.5483870967741935
2019.11.10.,0.09090909090909091,-0.5,-0.18518518518518517
2019.11.09.,-0.04918032786885246,-1.0,-0.09523809523809523
2019.11.08.,-0.33884297520661155,0.14285714285714285,-0.175
2019.11.07.,0.2972972972972973,-1.0,-0.23529411764705882
2019.11.06.,-0.29357798165137616,0.08571428571428572,-0.2840909090909091
2019.11.05.,-0.14410480349344978,-1.0,-0.3146067415730337
2019.11.04.,-0.04142011834319527,-0.37142857142857144,-0.3283582089552239
2019.11.03.,-0.1390728476821192,-0.17647058823529413,-0.24444444444444444
2019.11.02.,0.2,0.0,0.6363636363636364
2019.11.01.,0.3333333333333333,-1.0,0.75
2019.10.31.,-0.09619686800894854,-0.2903225806451613,0.03763440860215054
2019.10.30.,-0.08108108108108109,0.6666666666666666,-0.10344827586206896
2019.10.29.,0.045454545454545456,0.2,0.125
2019.10.28.,-0.36363636363636365,0.0,-0.4444444444444444
2019.10.27.,0.3333333333333333,0.0,-0.5
2019.10.26.,0.4358974358974359,1.0,0.25925925925925924
2019.10.25.,-0.2727272727272727,0.3333333333333333,0.5
2019.10.24.,-0.09803921568627451,-0.6,-0.2727272727272727
2019.10.23.,-0.3150684931506849,0.5555555555555556,-0.34545454545454546
2019.10.22.,-0.5409836065573771,0.5,-0.26582278481012656
2019.10.21.,-0.10144927536231885,-0.2,-0.23809523809523808
2019.10.20.,1.0,-0.6000000000000001,0.3333333333333333
2019.10.19.,-0.4,-1.0,0.2
2019.10.18.,0.28,1.0,-0.36
2019.10.17.,-0.5053763440860215,-0.14285714285714285,-0.2872340425531915
2019.10.16.,-0.3333333333333333,1.0,-0.6
2019.10.15.,-0.5058823529411764,-0.25,-0.23076923076923078
2019.10.14.,0.0,0.2,0.4444444444444444
2019.10.13.,0.0,1.0,-0.6
2019.10.12.,-0.3333333333333333,0.4,1.0
2019.10.11.,-0.6322869955156951,-0.2,-0.6108108108108108
2019.10.10.,-0.3684210526315789,-0.3333333333333333,-0.75
2019.10.09.,1.0,1.0,0.7777777777777778
2019.10.08.,-0.03875968992248062,1.0,-0.32075471698113206
2019.10.07.,0.15824915824915825,0.6111111111111112,-0.15463917525773196
2019.10.06.,0.3333333333333333,1.0,-0.4857142857142857
2019.10.05.,0.0070921985815602835,-0.8333333333333334,-0.5396825396825397
2019.10.04.,-0.7391304347826086,0.2,-0.6
2019.10.03.,-1.0,-0.19999999999999996,-1.0
2019.10.02.,-0.09090909090909091,-0.5999999999999999,0.0
2019.10.01.,0.1111111111111111,-1.0,0.5714285714285714
2019.09.30.,0.4666666666666667,-1.0,0.21428571428571427
2019.09.29.,-0.75,1.0,-1.0
2019.09.28.,-0.035175879396984924,0.2222222222222222,0.01910828025477707
2019.09.27.,0.045454545454545456,0.6,0.05
2019.09.26.,-0.6521739130434783,1.0,-0.2857142857142857
2019.09.25.,0.28,0.0,-0.5
2019.09.24.,-1.0,-1.0,-0.8
2019.09.23.,-0.3183098591549296,0.7058823529411765,-0.48344370860927155
2019.09.22.,-0.18787878787878787,0.5,-0.08527131782945736
2019.09.21.,-0.4626865671641791,-0.42857142857142855,-0.4117647058823529
2019.09.20.,-0.015384615384615385,0.8461538461538461,-0.41007194244604317
2019.09.19.,-0.25925925925925924,-0.42857142857142855,-0.03333333333333333
2019.09.18.,0.25,1.0,-0.42857142857142855
2019.09.17.,0.0,1.0,-0.3142857142857143
2019.09.16.,0.0,0.6666666666666666,0.0
2019.09.15.,-0.5,0.8333333333333333,-0.5
2019.09.14.,-0.42857142857142855,1.0,-0.5
2019.09.13.,-0.2,-0.09090909090909091,-0.5238095238095238
2019.09.12.,0.1282051282051282,0.3333333333333333,0.45
2019.09.11.,-0.21428571428571427,-0.5238095238095238,0.2727272727272727
2019.09.10.,-0.6338028169014085,0.25,-0.59375
2019.09.09.,-0.1111111111111111,1.0,-0.75
2019.09.08.,-0.16666666666666666,-1.0,-0.4857142857142857
2019.09.07.,0.3333333333333333,1.0,-0.3333333333333333
2019.09.06.,-0.423728813559322,0.5,-0.2916666666666667
2019.09.05.,-0.2,0.75,-0.6
2019.09.04.,-0.23076923076923078,1.0,-0.5294117647058824
2019.09.03.,0.38461538461538464,-0.14285714285714285,0.047619047619047616
2019.09.02.,0.25,-0.3333333333333333,-0.6923076923076923
2019.09.01.,-0.22580645161290322,-0.2,-0.1935483870967742
2019.08.31.,0.0,-0.32727272727272727,-1.0
2019.08.30.,-0.005917159763313609,-0.45454545454545453,0.058823529411764705
2019.08.29.,-0.3230769230769231,0.0,-0.6091954022988506
2019.08.28.,-0.216,0.2,-0.13513513513513514
2019.08.27.,-0.3772455089820359,-0.6,-0.22580645161290322
2019.08.26.,0.23076923076923078,-1.0,-0.23076923076923078
2019.08.25.,-0.25217391304347825,1.0,0.16279069767441862
2019.08.24.,-0.42857142857142855,1.0,-0.3333333333333333
2019.08.23.,0.06666666666666667,-0.42857142857142855,-0.18181818181818182
2019.08.22.,-0.2631578947368421,0.5,-0.75
2019.08.21.,0.11254019292604502,-0.07317073170731707,-0.25333333333333335
2019.08.18.,0.05454545454545454,1.0,-0.28205128205128205
2019.08.17.,-0.21052631578947367,-0.4857142857142857,-0.28378378378378377
2019.08.16.,-0.5,0.3333333333333333,-0.8461538461538461
2019.08.15.,0.13636363636363635,0.0,0.3333333333333333
2019.08.14.,-0.08333333333333333,0.5,-0.6
2019.08.13.,-0.3436123348017621,0.6923076923076923,-0.367816091954023
2019.08.12.,-0.9310344827586207,-1.0,-0.9130434782608695
2019.08.11.,-0.06666666666666667,0.7777777777777778,0.2916666666666667
2019.08.10.,0.25,1.0,-0.1111111111111111
2019.08.09.,0.3793103448275862,0.8,0.10344827586206896
2019.08.08.,-0.5555555555555556,1.0,0.29411764705882354
2019.08.07.,-0.027624309392265192,0.3333333333333333,0.0
2019.08.06.,-0.6388888888888888,0.0,-0.5806451612903226
2019.08.05.,-0.13807531380753138,0.3333333333333333,0.06796116504854369
2019.08.04.,-0.07142857142857142,0.0,-0.10344827586206896
2019.08.03.,-0.09090909090909091,-1.0,0.3333333333333333
2019.08.02.,0.41379310344827586,0.0,-0.05128205128205128
2019.08.01.,0.75,0.0,0.45454545454545453
2019.07.31.,0.22105263157894736,1.0,0.3055555555555556
2019.07.30.,-0.09090909090909091,0.0,0.1111111111111111
2019.07.29.,-0.362962962962963,-0.5384615384615384,-0.62
2019.07.28.,0.6,0.08791208791208793,0.75
2019.07.27.,-0.5666666666666667,0.7142857142857143,-0.7857142857142857
2019.07.26.,-0.5294117647058824,0.0,-0.3684210526315789
2019.07.25.,0.0,0.18181818181818182,0.35
2019.07.24.,-0.3469387755102041,0.36363636363636365,-0.2670807453416149
2019.07.23.,-0.7333333333333333,1.0,-0.4
2019.07.22.,-0.3684210526315789,1.0,-0.3333333333333333
2019.07.21.,-0.6744186046511628,1.0,-0.18518518518518517
2019.07.20.,-0.25773195876288657,1.0,-0.20833333333333334
2019.07.19.,-0.29533678756476683,-0.3684210526315789,-0.44242424242424244
2019.07.18.,0.2,0.0,-0.07692307692307693
2019.07.17.,0.2653061224489796,0.2,-0.09433962264150944
2019.07.16.,-0.4782608695652174,1.0,-0.29411764705882354
2019.07.15.,0.30735930735930733,0.02702702702702703,0.007518796992481203
2019.07.14.,-0.45454545454545453,1.0,-0.5555555555555556
2019.07.13.,-0.38461538461538464,1.0,-0.7058823529411765
2019.07.12.,0.4606741573033708,0.3076923076923077,0.09090909090909091
2019.07.11.,0.375,1.0,-0.15151515151515152
2019.07.10.,0.047619047619047616,0.42857142857142855,-0.6153846153846154
2019.07.09.,0.4117647058823529,0.0,0.2
2019.07.08.,0.7142857142857143,1.0,-0.2
2019.07.07.,-0.8,0.16666666666666674,-0.6666666666666666
2019.07.06.,0.17829457364341086,-0.6666666666666666,0.09278350515463918
2019.07.05.,-0.6153846153846154,-0.2,-0.23076923076923078
2019.07.04.,-0.6176470588235294,-0.054545454545454564,0.08571428571428572
2019.07.03.,0.4067796610169492,0.09090909090909091,0.25925925925925924
2019.07.02.,0.1724137931034483,0.0,0.42857142857142855
2019.07.01.,-0.7142857142857143,0.3333333333333333,-0.5714285714285714
2019.06.30.,-0.5161290322580645,0.3333333333333333,-0.1
2019.06.29.,-0.5789473684210527,1.0,-0.5652173913043478
2019.06.28.,0.226890756302521,-0.2,-0.11764705882352941
2019.06.27.,-0.4838709677419355,1.0,-0.4782608695652174
2019.06.26.,0.35135135135135137,0.2727272727272727,0.32142857142857145
2019.06.25.,0.047619047619047616,0.3333333333333333,0.5555555555555556
2019.06.24.,-0.11168831168831168,-0.47619047619047616,-0.30793650793650795
2019.06.23.,0.058823529411764705,0.0,0.24615384615384617
2019.06.22.,0.16778523489932887,-0.14285714285714285,0.06796116504854369
2019.06.21.,-0.2549019607843137,-0.25,0.13636363636363635
2019.06.20.,0.05660377358490566,0.0,-0.10222222222222223
2019.06.19.,0.06930693069306931,0.14285714285714285,0.3150684931506849
2019.06.18.,-0.19540229885057472,-0.16666666666666666,-0.0367170626349892
2019.06.17.,0.16715542521994134,-0.21428571428571427,-0.012987012987012988
2019.06.16.,0.5526315789473685,-1.0,0.21052631578947367
2019.06.15.,-0.14285714285714285,0.0,0.14285714285714285
2019.06.14.,0.5333333333333333,1.0,0.5238095238095238
2019.06.13.,0.2,1.0,0.09090909090909091
2019.06.12.,-0.21212121212121213,1.0,0.4117647058823529
2019.06.11.,-0.4666666666666667,0.6666666666666666,-0.625
2019.06.10.,0.45255474452554745,0.3333333333333333,0.3465346534653465
2019.06.09.,-0.46153846153846156,-0.5555555555555556,-0.23529411764705882
2019.06.08.,0.2222222222222222,1.0,-0.2
2019.06.07.,0.5555555555555556,1.0,0.3333333333333333
2019.06.06.,0.13157894736842105,0.0,-0.34375
2019.06.05.,-0.3103448275862069,-0.5,-0.3333333333333333
2019.06.04.,-0.627906976744186,-1.0,-0.35714285714285715
2019.06.03.,0.0,1.0,-0.06666666666666667
2019.06.02.,-0.17647058823529413,0.2,-0.15
2019.06.01.,-0.1111111111111111,-1.0,-0.7142857142857143
2019.05.31.,0.09090909090909091,0.3333333333333333,0.6
2019.05.30.,-0.6129032258064516,-1.0,-0.1111111111111111
2019.05.29.,-0.48148148148148145,-1.0,-0.125
2019.05.28.,-0.2839506172839506,-0.3333333333333333,-0.14917127071823205
2019.05.27.,-0.5,-1.0,-1.0
2019.05.26.,0.17757009345794392,-0.16666666666666666,-0.034482758620689655
2019.05.25.,0.07894736842105263,1.0,0.09803921568627451
2019.05.24.,-0.1724137931034483,-0.09090909090909091,-0.14285714285714285
2019.05.23.,0.3333333333333333,1.0,0.4482758620689655
2019.05.22.,-0.42857142857142855,0.0,-0.5
2019.05.21.,-0.2698412698412698,1.0,-0.3333333333333333
2019.05.20.,-0.5238095238095238,-1.0,-0.2222222222222222
2019.05.19.,0.6923076923076923,0.7142857142857143,0.5652173913043478
2019.05.18.,-0.2631578947368421,1.0,-0.7391304347826086
2019.05.17.,-0.3793103448275862,0.0,-0.5294117647058824
2019.05.16.,-0.5189873417721519,-1.0,-0.28888888888888886
2019.05.15.,-0.08333333333333333,0.0,0.07692307692307693
2019.05.14.,0.011764705882352941,0.0,-0.4025974025974026
2019.05.13.,0.2903225806451613,1.0,-0.23809523809523808
2019.05.12.,-0.5,0.3333333333333333,-0.45454545454545453
2019.05.11.,0.15789473684210525,0.8181818181818182,-0.02857142857142857
2019.05.10.,-0.021806853582554516,-0.16666666666666666,0.22033898305084745
2019.05.09.,0.35135135135135137,0.38461538461538464,0.3
2019.05.08.,0.6,0.6923076923076923,0.5555555555555556
2019.05.07.,0.23076923076923078,1.0,-0.09090909090909091
2019.05.06.,-0.36,0.5,-0.6571428571428571
2019.05.05.,0.21739130434782608,0.0,-0.52
2019.05.04.,0.02702702702702703,1.0,0.14285714285714285
2019.05.03.,-0.0684931506849315,1.0,0.07352941176470588
2019.05.02.,-0.4838709677419355,0.6,0.15789473684210525
2019.05.01.,0.5,0.0,0.45454545454545453
2019.04.30.,-0.23076923076923078,0.0,-0.16666666666666666
2019.04.29.,-0.25,-1.0,-0.8823529411764706
2019.04.28.,-0.3333333333333333,-0.5555555555555556,0.1111111111111111
2019.04.27.,-0.6666666666666666,-0.11111111111111116,1.0
2019.04.26.,-0.2925170068027211,0.3333333333333333,0.07894736842105263
2019.04.25.,-0.5918367346938775,-0.6,-0.4358974358974359
2019.04.24.,-0.04,1.0,-0.5238095238095238
2019.04.23.,0.7142857142857143,1.0,0.3333333333333333
2019.04.22.,0.058823529411764705,-0.14285714285714285,0.21052631578947367
2019.04.21.,0.1827956989247312,0.2,-0.46987951807228917
2019.04.20.,-0.2,1.0,0.42857142857142855
2019.04.19.,-0.26744186046511625,-0.3333333333333333,-0.2714285714285714
2019.04.18.,-0.1919191919191919,-0.6666666666666666,-0.17142857142857143
2019.04.17.,0.16666666666666666,0.0,-0.5789473684210527
2019.04.16.,0.10752688172043011,0.0,0.14893617021276595
2019.04.15.,-0.27014218009478674,0.45454545454545453,-0.39759036144578314
2019.04.14.,0.11864406779661017,-1.0,0.5121951219512195
2019.04.13.,0.45454545454545453,-0.17647058823529416,-0.5
2019.04.12.,-0.18072289156626506,0.6470588235294118,0.0
2019.04.11.,-0.3242009132420091,0.2727272727272727,-0.3048780487804878
2019.04.10.,0.32407407407407407,-0.14285714285714285,0.2962962962962963
2019.04.09.,-0.2923076923076923,0.07692307692307693,-0.45161290322580644
2019.04.08.,0.35135135135135137,-1.0,0.13131313131313133
2019.04.07.,-0.2,1.0,-0.08695652173913043
2019.04.06.,-0.06382978723404255,0.3333333333333333,0.19148936170212766
2019.04.05.,0.5555555555555556,0.5757575757575758,-0.3333333333333333
2019.04.04.,-0.11330049261083744,0.8181818181818182,0.08074534161490683
2019.04.03.,0.22807017543859648,0.5384615384615384,-0.13924050632911392
2019.04.02.,0.27461139896373055,0.0,0.17333333333333334
2019.04.01.,0.02702702702702703,0.0,0.2
2019.03.31.,0.16666666666666666,-0.25,0.6
2019.03.30.,-0.20454545454545456,-0.5,-0.2926829268292683
2019.03.29.,-0.18421052631578946,0.0,0.34615384615384615
2019.03.28.,-0.248868778280543,-0.4166666666666667,-0.011049723756906077
2019.03.27.,-0.053763440860215055,0.0,0.07692307692307693
2019.03.26.,-0.22857142857142856,0.5,0.3191489361702128
2019.03.25.,-0.2631578947368421,1.0,-0.6666666666666666
2019.03.24.,0.3,-1.0,0.6170212765957447
2019.03.23.,-0.29045643153526973,-0.8709677419354839,-0.15119363395225463
2019.03.22.,-0.189873417721519,-0.3333333333333333,0.22388059701492538
2019.03.21.,-0.09174311926605505,-0.42857142857142855,-0.3642691415313225
2019.03.20.,-0.1912568306010929,-0.6363636363636364,-0.20588235294117646
2019.03.19.,-0.2,0.09090909090909091,-0.10144927536231885
2019.03.18.,-0.6190476190476191,-0.3333333333333333,0.3333333333333333
2019.03.17.,-0.3103448275862069,-0.6363636363636364,-0.38461538461538464
2019.03.16.,0.3722627737226277,-0.1111111111111111,0.2727272727272727
2019.03.15.,0.06878306878306878,0.5,0.16312056737588654
2019.03.14.,-0.4811320754716981,-0.6363636363636364,-0.24675324675324675
2019.03.13.,0.047619047619047616,0.0,0.3333333333333333
2019.03.12.,-0.0914826498422713,-0.5,-0.05394190871369295
2019.03.11.,-0.32338308457711445,-1.0,-0.20533333333333334
2019.03.10.,-0.6666666666666666,-1.0,-0.3333333333333333
2019.03.09.,-0.1551155115511551,0.0,0.08936170212765958
2019.03.08.,-0.08571428571428572,0.0,0.24
2019.03.07.,-0.041666666666666664,0.0,-0.12195121951219512
2019.03.06.,-0.18012422360248448,-0.5862068965517241,-0.104
2019.03.05.,0.06534653465346535,0.06976744186046512,-0.08641975308641975
2019.03.04.,-0.38372093023255816,-0.25,-0.32413793103448274
2019.03.03.,-0.4074074074074074,0.0,-0.30434782608695654
2019.03.02.,0.21739130434782608,-1.0,0.3333333333333333
2019.03.01.,0.09243697478991597,-0.16666666666666666,0.30097087378640774
2019.02.28.,-0.14634146341463414,-0.058823529411764705,-0.2
2019.02.27.,-0.10752688172043011,-0.8153846153846154,0.1588785046728972
2019.02.26.,-0.14163090128755365,-0.2,-0.2578616352201258
2019.02.25.,-0.24198250728862974,-0.3333333333333333,-0.13286713286713286
2019.02.24.,-0.5730337078651685,-1.0,-0.5135135135135135
2019.02.23.,0.31297709923664124,0.0,-0.2222222222222222
2019.02.22.,-0.0625,-0.2,0.37254901960784315
2019.02.21.,-0.2,-0.7647058823529411,0.2537313432835821
2019.02.20.,-0.2512820512820513,-0.7777777777777778,-0.36363636363636365
2019.02.19.,-0.2328159645232816,-0.10526315789473684,0.03048780487804878
2019.02.18.,-0.25806451612903225,-0.68,-0.36992840095465396
2019.02.17.,-0.11320754716981132,-0.6,0.039603960396039604
2019.02.16.,-0.20437956204379562,-0.3333333333333333,-0.2972972972972973
2019.02.15.,-0.1553784860557769,-0.21739130434782608,-0.0171990171990172
2019.02.14.,-0.053497942386831275,-0.03225806451612903,0.13004484304932734
2019.02.13.,-0.2,-0.5454545454545454,-0.3581081081081081
2019.02.12.,-0.07592190889370933,-0.47368421052631576,-0.3065015479876161
2019.02.11.,-0.06354515050167224,-0.15789473684210525,-0.12554112554112554
2019.02.10.,-0.1827956989247312,-0.6666666666666666,0.012345679012345678
2019.02.09.,0.06666666666666667,0.3333333333333333,-0.6923076923076923
2019.02.08.,0.14350797266514806,-0.23076923076923078,-0.2391304347826087
2019.02.07.,-0.2509090909090909,-0.13333333333333333,-0.13989637305699482
2019.02.06.,-0.5555555555555556,1.0,-0.8666666666666667
2019.02.05.,-0.2987012987012987,0.0,-0.10714285714285714
2019.02.04.,-0.022222222222222223,0.0,0.3235294117647059
2019.02.03.,-0.21212121212121213,-0.3333333333333333,-0.5
2019.02.02.,-0.21379310344827587,0.09090909090909091,0.13043478260869565
2019.02.01.,-0.07575757575757576,-0.2,0.04697986577181208
2019.01.31.,-0.03225806451612903,0.2,-0.38333333333333336
2019.01.30.,-0.10222222222222223,-0.5,0.010752688172043012
2019.01.29.,-0.2581818181818182,-0.5357142857142857,-0.3811659192825112
2019.01.28.,-0.33962264150943394,-0.08771929824561403,-0.38349514563106796
2019.01.27.,-0.057692307692307696,-1.0,-0.41025641025641024
2019.01.26.,-0.1694915254237288,-1.0,0.26153846153846155
2019.01.25.,-0.3040103492884864,-0.06666666666666667,-0.30477759472817134
2019.01.24.,-0.2482758620689655,-0.5294117647058824,-0.4084507042253521
2019.01.23.,-0.11894273127753303,-0.07317073170731707,-0.1903485254691689
2019.01.22.,-0.29380053908355797,-0.4358974358974359,-0.37857142857142856
2019.01.21.,-0.30612244897959184,-0.4411764705882353,-0.39330543933054396
2019.01.20.,-0.3522267206477733,1.0,-0.09554140127388536
2019.01.19.,-0.08571428571428572,0.0,0.25
2019.01.18.,-0.17261904761904762,-0.18518518518518517,-0.2413793103448276
2019.01.17.,-0.1095890410958904,0.4074074074074074,-0.23893805309734514
2019.01.16.,-0.3950617283950617,-0.6666666666666666,-0.2845528455284553
2019.01.15.,0.0,0.5238095238095238,-0.32751091703056767
2019.01.14.,-0.11616161616161616,-0.4146341463414634,0.046511627906976744
2019.01.13.,-0.39901477832512317,-0.1111111111111111,-0.5238095238095238
2019.01.12.,-0.273972602739726,-0.4666666666666667,-0.4774774774774775
2019.01.11.,-0.1548480463096961,-0.5094339622641509,-0.21428571428571427
2019.01.10.,-0.17553191489361702,0.09090909090909091,-0.35877862595419846
2019.01.09.,-0.11695906432748537,-0.2857142857142857,-0.35555555555555557
2019.01.08.,-0.2289156626506024,0.8,-0.15789473684210525
2019.01.07.,-0.28440366972477066,-0.25,-0.33707865168539325
2019.01.06.,-0.358974358974359,0.1111111111111111,0.07936507936507936
2019.01.05.,-0.1076923076923077,-0.1111111111111111,-0.2545454545454545
2019.01.04.,-0.14563106796116504,-0.5,-0.09202453987730061
2019.01.03.,-0.07906976744186046,0.0,0.0
2019.01.02.,-0.32441471571906355,-0.5454545454545454,0.0421455938697318
2019.01.01.,-0.1836734693877551,0.6666666666666666,-0.21951219512195122
2018.12.31.,-0.15915915915915915,-0.25,-0.39436619718309857
2018.12.30.,-0.045454545454545456,0.0,-0.14814814814814814
2018.12.29.,-0.5476190476190477,-0.2,-0.42857142857142855
2018.12.28.,0.1411042944785276,-0.2631578947368421,-0.09090909090909091
2018.12.27.,-0.35714285714285715,0.18181818181818182,-0.2
2018.12.26.,-0.035830618892508145,-0.058823529411764705,0.10483870967741936
2018.12.25.,-0.19444444444444445,0.625,-0.40816326530612246
2018.12.24.,0.12280701754385964,0.3333333333333333,-0.09523809523809523
2018.12.23.,-0.2,-0.3333333333333333,-0.2903225806451613
2018.12.22.,-0.08571428571428572,0.5,-0.03225806451612903
2018.12.21.,-0.4954128440366973,0.7777777777777778,-0.46757679180887374
2018.12.20.,-0.10311750599520383,-0.16279069767441862,0.07947019867549669
2018.12.19.,-0.02564102564102564,-0.25925925925925924,0.12857142857142856
2018.12.18.,0.5454545454545454,1.0,0.3333333333333333
2018.12.17.,0.19117647058823528,0.4117647058823529,-0.21518987341772153
2018.12.16.,-0.23770491803278687,0.0,-0.18592964824120603
2018.12.15.,0.08571428571428572,-1.0,-0.21052631578947367
2018.12.14.,-0.7391304347826086,0.0,-0.35135135135135137
2018.12.13.,-0.625,0.6,-0.3076923076923077
2018.12.12.,0.09090909090909091,1.0,0.0
2018.12.11.,-0.34156378600823045,0.0,-0.372972972972973
2018.12.10.,-0.4418604651162791,0.1111111111111111,-0.41818181818181815
2018.12.09.,0.6666666666666666,0.3333333333333333,0.8181818181818182
2018.12.08.,-0.2,-0.5384615384615384,-0.4142857142857143
2018.12.07.,-0.2554347826086957,-0.30434782608695654,-0.29577464788732394
2018.12.06.,-0.41935483870967744,1.0,-0.475177304964539
2018.12.05.,-0.2076923076923077,-0.15384615384615385,-0.28019323671497587
2018.12.04.,0.014492753623188406,-0.4,-0.09433962264150944
2018.12.03.,-0.6071428571428571,0.07692307692307693,-0.21428571428571427
2018.12.02.,-0.3902439024390244,0.2,-0.29577464788732394
2018.12.01.,-0.2755905511811024,-0.6923076923076923,-0.22772277227722773
2018.11.30.,-0.6025641025641025,0.0,-0.1875
2018.11.29.,-0.22727272727272727,-0.5,0.02127659574468085
2018.11.28.,0.27631578947368424,-0.7777777777777778,-0.057692307692307696
2018.11.27.,0.1282051282051282,-0.07142857142857142,-0.11304347826086956
2018.11.26.,-0.11794871794871795,-0.3939393939393939,-0.44751381215469616
2018.11.25.,0.21212121212121213,0.6363636363636364,0.02564102564102564
2018.11.24.,-0.4891304347826087,-0.75,-0.09722222222222222
2018.11.23.,-0.35353535353535354,-0.6363636363636364,0.0379746835443038
2018.11.22.,-0.24260355029585798,-0.3157894736842105,-0.25475285171102663
2018.11.21.,-0.07692307692307693,-0.024390243902439025,-0.1079136690647482
2018.11.20.,-0.22510822510822512,-0.2972972972972973,-0.16756756756756758
2018.11.19.,-0.3218588640275387,-0.2,-0.18087318087318088
2018.11.18.,0.06802721088435375,0.23809523809523808,0.07109004739336493
2018.11.17.,-0.38613861386138615,0.09090909090909091,-0.5596330275229358
2018.11.16.,-0.1111111111111111,0.7142857142857143,-0.1111111111111111
2018.11.15.,-0.5275590551181102,0.06666666666666667,-0.43137254901960786
2018.11.14.,-0.5207373271889401,-0.058823529411764705,-0.3875
2018.11.13.,-0.04918032786885246,0.0,-0.5873015873015873
2018.11.12.,-0.18543046357615894,-0.5,-0.3816793893129771
2018.11.11.,-0.24324324324324326,1.0,0.3972602739726027
2018.11.10.,-0.4090909090909091,-0.3333333333333333,-0.21212121212121213
2018.11.09.,-0.1986062717770035,-0.21739130434782608,-0.3798449612403101
2018.11.08.,-0.23529411764705882,0.0,-0.3333333333333333
2018.11.07.,0.043478260869565216,1.0,0.28
2018.11.06.,-0.1310344827586207,-0.04,0.060240963855421686
2018.11.05.,-0.36,-0.5,-0.3333333333333333
2018.11.04.,0.12195121951219512,-1.0,0.16129032258064516
2018.11.03.,0.0,-0.6,-0.2571428571428571
2018.11.02.,-0.21621621621621623,0.375,0.010752688172043012
2018.11.01.,-0.42857142857142855,0.5,-0.5
2018.10.31.,-0.2925170068027211,-0.7777777777777778,-0.16923076923076924
2018.10.30.,-0.13966480446927373,-0.011764705882352941,-0.087248322147651
2018.10.29.,-0.49700598802395207,0.2,-0.453125
2018.10.28.,-0.02242152466367713,-0.17647058823529413,-0.3372093023255814
2018.10.27.,-0.07526881720430108,-0.14285714285714285,0.23684210526315788
2018.10.26.,-0.13839285714285715,-0.813953488372093,0.005714285714285714
2018.10.25.,-0.2545454545454545,-0.3333333333333333,-0.07317073170731707
2018.10.24.,-0.033797216699801194,-0.6363636363636364,0.01485148514851485
2018.10.23.,-0.25,-0.42857142857142855,-0.2231404958677686
2018.10.22.,-0.13838748495788206,-0.2,-0.28923076923076924
2018.10.21.,0.010526315789473684,-0.1111111111111111,-0.08860759493670886
2018.10.20.,-0.37037037037037035,-1.0,0.2727272727272727
2018.10.19.,-0.16869918699186992,-0.14285714285714285,-0.32891246684350134
2018.10.18.,-0.16883116883116883,-1.0,-0.2537313432835821
2018.10.17.,-0.18,-0.13793103448275862,-0.27129337539432175
2018.10.16.,-0.3333333333333333,-0.3333333333333333,-0.06
2018.10.15.,0.2604166666666667,0.1111111111111111,-0.024
2018.10.14.,0.045454545454545456,0.09090909090909091,-0.02702702702702703
2018.10.13.,0.047619047619047616,1.0,-0.55
2018.10.12.,-0.12562814070351758,-0.14285714285714285,-0.1724137931034483
2018.10.11.,-0.06896551724137931,0.23076923076923078,0.02040816326530612
2018.10.10.,-0.22249388753056235,0.030303030303030304,-0.28615384615384615
2018.10.09.,-0.14285714285714285,-0.25,-0.25301204819277107
2018.10.08.,-0.1390728476821192,-0.1111111111111111,-0.16731517509727625
2018.10.07.,-0.07317073170731707,1.0,-0.3684210526315789
2018.10.06.,-0.04035874439461883,-0.4444444444444444,-0.05142857142857143
2018.10.05.,-0.18620689655172415,-0.38461538461538464,0.216
2018.10.04.,-0.3228346456692913,-0.4,-0.03571428571428571
2018.10.03.,-0.2,0.0,-0.23595505617977527
2018.10.02.,0.03954802259887006,0.4666666666666667,0.26506024096385544
2018.10.01.,-0.08333333333333333,0.0,-0.5510204081632653
2018.09.30.,-0.2125,-1.0,0.088
2018.09.29.,-0.29559748427672955,-0.2413793103448276,-0.3761467889908257
2018.09.28.,-0.11009174311926606,0.8571428571428571,-0.13829787234042554
2018.09.27.,0.054187192118226604,-0.16666666666666666,-0.018867924528301886
2018.09.26.,-0.04864864864864865,0.1111111111111111,-0.1510791366906475
2018.09.25.,-0.5217391304347826,0.42857142857142855,0.02702702702702703
2018.09.24.,-0.28627450980392155,-0.6,-0.504424778761062
2018.09.23.,-0.4166666666666667,0.0,-0.3333333333333333
