김치프리미엄,,,0,NNG,*,F,김치프리미엄,*,*,*,*,*
김프,,,0,NNG,*,F,김프,*,*,*,*,*
리딩방,,,0,NNG,*,F,리딩방,*,*,*,*,*
다크코인,,,0,NNG,*,F,다크코인,*,*,*,*,*
기타소득세,,,0,NNG,*,F,기타소득세,*,*,*,*,*
그래픽카드,,,0,NNG,*,F,그래픽카드,*,*,*,*,*
영끌,,,0,NNG,*,F,영끌,*,*,*,*,*
아로와나토큰,,,0,NNG,*,F,아로와나토큰,*,*,*,*,*
규제샌드박스,,,0,NNG,*,F,규제샌드박스,*,*,*,*,*
나스닥,,,0,NNG,*,F,나스닥,*,*,*,*,*
떡락,,,0,NNG,*,F,떡락,*,*,*,*,*
메이저,,,0,NNG,*,F,메이저,*,*,*,*,*
마이너,,,0,NNG,*,F,마이너,*,*,*,*,*
김치,,,0,NNG,*,F,김치,*,*,*,*,*
김치코인,,,0,NNG,*,F,김치코인,*,*,*,*,*
김코,,,0,NNG,*,F,김코,*,*,*,*,*
캐시우드,,,0,NNG,*,F,캐시우드,*,*,*,*,*
엘런,,,0,NNG,*,F,엘런,*,*,*,*,*
자넷옐런,,,0,NNG,*,F,자넷옐런,*,*,*,*,*
파월,,,0,NNG,*,F,파월,*,*,*,*,*
제롬파월,,,0,NNG,*,F,제롬파월,*,*,*,*,*
이주열,,,0,NNG,*,F,이주열,*,*,*,*,*
은성수,,,0,NNG,*,F,은성수,*,*,*,*,*
박상기,,,0,NNG,*,F,박상기,*,*,*,*,*
박상기의난,,,0,NNG,*,F,박상기의난,*,*,*,*,*
은성수의난,,,0,NNG,*,F,은성수의난,*,*,*,*,*
캐시우드,,,0,NNG,*,F,캐시우드,*,*,*,*,*
골드만삭스,,,0,NNG,*,F,골드만삭스,*,*,*,*,*
테슬라,,,0,NNG,*,F,테슬라,*,*,*,*,*
블랙록,,,0,NNG,*,F,블랙록,*,*,*,*,*
페이팔,,,0,NNG,*,F,페이팔,*,*,*,*,*
벤모,,,0,NNG,*,F,벤모,*,*,*,*,*
세력,,,0,NNG,*,F,세력,*,*,*,*,*
설거지,,,0,NNG,*,F,설거지,*,*,*,*,*
잡코,,,0,NNG,*,F,잡코,*,*,*,*,*
불장,,,0,NNG,*,F,불장,*,*,*,*,*
워뇨띠,,,0,NNG,*,F,워뇨띠,*,*,*,*,*
고래,,,0,NNG,*,F,고래,*,*,*,*,*
금감원,,,0,NNG,*,F,금감원,*,*,*,*,*
횡보,,,0,NNG,*,F,횡보,*,*,*,*,*
코인판,,,0,NNG,*,F,코인판,*,*,*,*,*
비토,,,0,NNG,*,F,비토,*,*,*,*,*
비트토렌트,,,0,NNG,*,F,비트토렌트,*,*,*,*,*
해시,,,0,NNG,*,F,해시,*,*,*,*,*
장대음봉,,,0,NNG,*,F,장대음봉,*,*,*,*,*
장대양봉,,,0,NNG,*,F,장대양봉,*,*,*,*,*
단타,,,0,NNG,*,F,단타,*,*,*,*,*
스켈핑,,,0,NNG,*,F,스켈핑,*,*,*,*,*
도미넌스,,,0,NNG,*,F,도미넌스,*,*,*,*,*
도미,,,0,NNG,*,F,도미,*,*,*,*,*
하락장,,,0,NNG,*,F,하락장,*,*,*,*,*
상승장,,,0,NNG,*,F,상승장,*,*,*,*,*
시즌종료,,,0,NNG,*,F,시즌종료,*,*,*,*,*
구조대,,,0,NNG,*,F,구조대,*,*,*,*,*
이클,,,0,NNG,*,F,이클,*,*,*,*,*
이더리움클래식,,,0,NNG,*,F,이더리움클래식,*,*,*,*,*
숏,,,0,NNG,*,F,숏,*,*,*,*,*
롱,,,0,NNG,*,F,롱,*,*,*,*,*
스캠,,,0,NNG,*,F,스캠,*,*,*,*,*
머장,,,0,NNG,*,F,머장,*,*,*,*,*
빚투,,,0,NNG,*,F,빚투,*,*,*,*,*
레버리지,,,0,NNG,*,F,레버리지,*,*,*,*,*
이더,,,0,NNG,*,F,이더,*,*,*,*,*
손절,,,0,NNG,*,F,손절,*,*,*,*,*
익절,,,0,NNG,*,F,익절,*,*,*,*,*
대상승,,,0,NNG,*,F,대상승,*,*,*,*,*
조정장,,,0,NNG,*,F,조정장,*,*,*,*,*
건조한강정,,,0,NNG,*,F,건조한강정,*,*,*,*,*
흑우,,,0,NNG,*,F,흑우,*,*,*,*,*
흑두루미,,,0,NNG,*,F,흑두루미,*,*,*,*,*
돔황챠,,,0,NNG,*,F,돔황챠,*,*,*,*,*
대호황,,,0,NNG,*,F,대호황,*,*,*,*,*
대공황,,,0,NNG,*,F,대공황,*,*,*,*,*
잡알트,,,0,NNG,*,F,잡알트,*,*,*,*,*
반토막,,,0,NNG,*,F,반토막,*,*,*,*,*
태초마을,,,0,NNG,*,F,태초마을,*,*,*,*,*
저점,,,0,NNG,*,F,저점,*,*,*,*,*
고점,,,0,NNG,*,F,고점,*,*,*,*,*
코린이,,,0,NNG,*,F,코린이,*,*,*,*,*
평단,,,0,NNG,*,F,평단,*,*,*,*,*
물타기,,,0,NNG,*,F,물타기,*,*,*,*,*
불타기,,,0,NNG,*,F,불타기,*,*,*,*,*
개미털기,,,0,NNG,*,F,개미털기,*,*,*,*,*
안전벨트,,,0,NNG,*,F,안전벨트,*,*,*,*,*
펜트하우스,,,0,NNG,*,F,펜트하우스,*,*,*,*,*
버거형,,,0,NNG,*,F,버거형,*,*,*,*,*
우지한,,,0,NNG,*,F,우지한,*,*,*,*,*
승차감,,,0,NNG,*,F,승차감,*,*,*,*,*
투더문,,,0,NNG,*,F,투더문,*,*,*,*,*
뇌피셜,,,0,NNG,*,F,뇌피셜,*,*,*,*,*
존버,,,0,NNG,*,F,존버,*,*,*,*,*
패닉셀,,,0,NNG,*,F,패닉셀,*,*,*,*,*
데드캣,,,0,NNG,*,F,데드캣,*,*,*,*,*
재정거래,,,0,NNG,*,F,재정거래,*,*,*,*,*
리또속,,,0,NNG,*,F,리또속,*,*,*,*,*
말랑카우,,,0,NNG,*,F,말랑카우,*,*,*,*,*
박호두,,,0,NNG,*,F,박호두,*,*,*,*,*
랄로,,,0,NNG,*,F,랄로,*,*,*,*,*
마진콜,,,0,NNG,*,F,마진콜,*,*,*,*,*
추매,,,0,NNG,*,F,추매,*,*,*,*,*
빤스런,,,0,NNG,*,F,빤스런,*,*,*,*,*
콜드월렛,,,0,NNG,*,F,콜드월렛,*,*,*,*,*
핫월렛,,,0,NNG,*,F,핫월렛,*,*,*,*,*
백서,,,0,NNG,*,F,백서,*,*,*,*,*
풀매수,,,0,NNG,*,F,풀매수,*,*,*,*,*
풀매도,,,0,NNG,*,F,풀매도,*,*,*,*,*
구제,,,0,NNG,*,F,구제,*,*,*,*,*
꺼억,,,0,NNG,*,F,꺼억,*,*,*,*,*
덤핑,,,0,NNG,*,F,덤핑,*,*,*,*,*
뚝배기,,,0,NNG,*,F,뚝배기,*,*,*,*,*
먹튀,,,0,NNG,*,F,먹튀,*,*,*,*,*
몰빵,,,0,NNG,*,F,몰빵,*,*,*,*,*
박스권,,,0,NNG,*,F,박스권,*,*,*,*,*
상투,,,0,NNG,*,F,상투,*,*,*,*,*
슨트,,,0,NNG,*,F,슨트,*,*,*,*,*
영차,,,0,NNG,*,F,영차,*,*,*,*,*
흡성대법,,,0,NNG,*,F,흡성대법,*,*,*,*,*
eth,,,0,NNG,*,F,eth,*,*,*,*,*
btc,,,0,NNG,*,F,btc,*,*,*,*,*
xrp,,,0,NNG,*,F,xrp,*,*,*,*,*
bitcoin,,,0,NNG,*,F,bitcoin,*,*,*,*,*
etf,,,0,NNG,*,F,etf,*,*,*,*,*
sec,,,0,NNG,*,F,sec,*,*,*,*,*
otc,,,0,NNG,*,F,otc,*,*,*,*,*
ico,,,0,NNG,*,F,ico,*,*,*,*,*
trx,,,0,NNG,*,F,trx,*,*,*,*,*
eos,,,0,NNG,*,F,eos,*,*,*,*,*
the4thwave,,,0,NNG,*,F,the4thwave,*,*,*,*,*
bnb,,,0,NNG,*,F,bnb,*,*,*,*,*
cbdc,,,0,NNG,*,F,cbdc,*,*,*,*,*
nft,,,0,NNG,*,F,nft,*,*,*,*,*
sv,,,0,NNG,*,F,sv,*,*,*,*,*
jp모건,,,0,NNG,*,F,jp모건,*,*,*,*,*
cryptocurrency,,,0,NNG,*,F,cryptocurrency,*,*,*,*,*
coinness,,,0,NNG,*,F,coinness,*,*,*,*,*
fatf,,,0,NNG,*,F,fatf,*,*,*,*,*
binance,,,0,NNG,*,F,binance,*,*,*,*,*
blockchain,,,0,NNG,*,F,blockchain,*,*,*,*,*
usdt,,,0,NNG,*,F,usdt,*,*,*,*,*
ltc,,,0,NNG,*,F,ltc,*,*,*,*,*
cme,,,0,NNG,*,F,cme,*,*,*,*,*
