날짜,뉴스_변동성_크기,뉴스_변동성_방향
2020.12.14.,1.8,1.6666666666666667
2020.12.13.,2.5,1.7272727272727273
2020.12.12.,1.2307692307692308,1.8333333333333333
2020.12.11.,1.5285714285714285,24.0
2020.12.10.,2.2666666666666666,4.043478260869565
2020.12.09.,2.4130434782608696,1.620253164556962
2020.12.08.,1.5454545454545454,-3.310344827586207
2020.12.07.,3.7,-11.5
2020.12.06.,2.590909090909091,1.7741935483870968
2020.12.05.,-1.3333333333333333,1.5
2020.12.04.,1.6931818181818181,-12.0
2020.12.03.,4.588235294117647,1.8048780487804879
2020.12.02.,2.176470588235294,7.571428571428571
2020.12.01.,1.722543352601156,2.447058823529412
2020.11.30.,1.5256410256410255,1.7586206896551724
2020.11.29.,1.25,1.3333333333333333
2020.11.28.,1.205128205128205,2.888888888888889
2020.11.27.,2.657142857142857,-8.25
2020.11.26.,2.004149377593361,-1.4651162790697674
2020.11.25.,1.6777777777777778,1.6973684210526316
2020.11.24.,1.4291497975708503,1.2592592592592593
2020.11.23.,6.2,-24.5
2020.11.22.,1.5263157894736843,-2.625
2020.11.21.,1.5454545454545454,6.8
2020.11.20.,1.4133333333333333,2.40625
2020.11.19.,5.0625,1.6238532110091743
2020.11.18.,1.2735849056603774,1.4620253164556962
2020.11.17.,2.8260869565217392,1.6153846153846154
2020.11.16.,1.8085106382978724,1.588235294117647
2020.11.15.,-0.6666666666666666,2.0
2020.11.14.,-0.8571428571428571,-1.25
2020.11.13.,5.25,1.4841269841269842
2020.11.12.,15.5,1.290909090909091
2020.11.11.,4.2727272727272725,1.6388888888888888
2020.11.10.,5.818181818181818,-4.0
2020.11.09.,-1.146067415730337,-0.9387755102040817
2020.11.08.,2.2142857142857144,3.25
2020.11.07.,2.1,-2.0
2020.11.06.,7.117647058823529,29.75
2020.11.05.,1.4411764705882353,1.425
2020.11.04.,2.0377358490566038,2.7209302325581395
2020.11.03.,6.125,1.5263157894736843
2020.11.02.,4.542857142857143,6.666666666666667
2020.11.01.,2.3333333333333335,9.25
2020.10.31.,1.95,1.25
2020.10.30.,5.363636363636363,1.5833333333333333
2020.10.29.,5.318181818181818,2.4745762711864407
2020.10.28.,2.4210526315789473,-91.0
2020.10.27.,2.0217391304347827,2.4
2020.10.26.,1.64,1.8571428571428572
2020.10.25.,5.0,3.7142857142857144
2020.10.24.,11.0,1.3846153846153846
2020.10.23.,4.290322580645161,5.944444444444445
2020.10.22.,9.227272727272727,3.622950819672131
2020.10.21.,9.80952380952381,-6.517241379310345
2020.10.20.,1.7878787878787878,2.5142857142857142
2020.10.19.,2.7,2.673076923076923
2020.10.18.,-1.1818181818181819,5.0
2020.10.17.,-3.9166666666666665,2.0
2020.10.16.,2.7916666666666665,9.214285714285714
2020.10.15.,18.714285714285715,3.261904761904762
2020.10.14.,24.5,2.9411764705882355
2020.10.13.,2.2972972972972974,-14.25
2020.10.12.,2.0875,1.6571428571428573
2020.10.11.,-1.5454545454545454,1.5172413793103448
2020.10.10.,1.2272727272727273,-4.0
2020.10.09.,1.9545454545454546,3.3076923076923075
2020.10.08.,24.0,-8.0
2020.10.07.,1.4210526315789473,2.6923076923076925
2020.10.06.,-18.0,14.5
2020.10.05.,-4.357142857142857,1.853658536585366
2020.10.04.,4.142857142857143,3.7142857142857144
2020.10.03.,-3.3333333333333335,
2020.10.02.,-1.0,11.0
2020.10.01.,2.1666666666666665,3.25
2020.09.30.,-1.6,-15.0
2020.09.29.,-6.875,1.5806451612903225
2020.09.28.,-4.5,-21.0
2020.09.27.,-2.4444444444444446,1.2941176470588236
2020.09.26.,-0.5555555555555556,2.2222222222222223
2020.09.25.,3.5625,7.0
2020.09.24.,2.15625,6.4
2020.09.23.,1.4936708860759493,-2.9583333333333335
2020.09.22.,12.25,2.608695652173913
2020.09.21.,4.0,8.0
2020.09.20.,5.333333333333333,-1.4615384615384615
2020.09.19.,,1.2
2020.09.18.,-22.0,3.1176470588235294
2020.09.17.,1.5952380952380953,-1.2222222222222223
2020.09.16.,2.0344827586206895,1.9444444444444444
2020.09.15.,3.4545454545454546,1.5483870967741935
2020.09.14.,2.25,2.033333333333333
2020.09.13.,3.0,1.4375
2020.09.12.,8.5,1.9
2020.09.11.,-0.8214285714285714,2.1153846153846154
2020.09.10.,2.5652173913043477,1.3492063492063493
2020.09.09.,1.8412698412698412,-26.666666666666668
2020.09.08.,-5.0,1.5603448275862069
2020.09.07.,4.05,2.395348837209302
2020.09.06.,-4.0,-2.7142857142857144
2020.09.05.,1.3,-2.0
2020.09.04.,-9.875,2.2093023255813953
2020.09.03.,2.909090909090909,15.4
2020.09.02.,3.0,11.1
2020.09.01.,2.9,2.0
2020.08.31.,-2.6,7.857142857142857
2020.08.30.,9.25,1.28125
2020.08.29.,2.0,-0.4
2020.08.28.,1.5256410256410255,1.9333333333333333
2020.08.27.,4.913043478260869,19.6
2020.08.26.,10.285714285714286,1.5909090909090908
2020.08.25.,5.555555555555555,2.5714285714285716
2020.08.24.,-4.625,1.63013698630137
2020.08.23.,-3.3333333333333335,-1.0
2020.08.22.,-0.16666666666666666,1.146341463414634
2020.08.21.,-0.6568627450980392,1.984375
2020.08.20.,7.8,1.6666666666666667
2020.08.19.,3.388888888888889,2.4074074074074074
2020.08.18.,27.333333333333332,13.0
2020.08.17.,1.9166666666666667,1.5517241379310345
2020.08.16.,-1.0769230769230769,1.1818181818181819
2020.08.15.,-1.5,1.2222222222222223
2020.08.14.,27.5,1.6486486486486487
2020.08.13.,6.666666666666667,2.4375
2020.08.12.,2.4615384615384617,1.4074074074074074
2020.08.11.,2.4893617021276597,2.1636363636363636
2020.08.10.,8.5,3.6470588235294117
2020.08.09.,-10.5,3.5
2020.08.08.,2.1578947368421053,1.6296296296296295
2020.08.07.,-2.2465753424657535,-0.27385892116182575
2020.08.06.,5.6923076923076925,1.875
2020.08.05.,6.2105263157894735,1.5702479338842976
2020.08.04.,21.285714285714285,3.0727272727272728
2020.08.03.,1.4838709677419355,2.772727272727273
2020.08.02.,1.1794871794871795,-20.0
2020.08.01.,2.125,2.1538461538461537
2020.07.31.,2.1,2.210526315789474
2020.07.30.,2.096774193548387,9.6
2020.07.29.,1.4166666666666667,1.725
2020.07.28.,8.7,3.3846153846153846
2020.07.27.,2.7254901960784315,3.4722222222222223
2020.07.26.,3.3846153846153846,7.0
2020.07.25.,-1.0,2.0
2020.07.24.,8.0,1.8
2020.07.23.,-3.4827586206896552,1.8125
2020.07.22.,-2.6623376623376624,2.9382716049382718
2020.07.21.,-8.2,7.2
2020.07.20.,2.9523809523809526,2.0625
2020.07.19.,-0.8,1.5555555555555556
2020.07.18.,-1.6956521739130435,-1.4545454545454546
2020.07.17.,-4.195121951219512,-0.6129032258064516
2020.07.16.,27.833333333333332,-3.3636363636363638
2020.07.15.,5.944444444444445,7.666666666666667
2020.07.14.,3.433333333333333,2.6
2020.07.13.,-6.769230769230769,-2.066666666666667
2020.07.12.,-0.4074074074074074,-0.4230769230769231
2020.07.11.,,
2020.07.10.,2.4705882352941178,1.9761904761904763
2020.07.09.,3.1666666666666665,-1.829268292682927
2020.07.08.,7.4,3.673076923076923
2020.07.07.,2.625,20.571428571428573
2020.07.06.,-1.7209302325581395,-0.9811320754716981
2020.07.05.,-3.0,
2020.07.04.,-0.5769230769230769,1.3
2020.07.03.,-4.555555555555555,-4.333333333333333
2020.07.02.,2.5384615384615383,11.571428571428571
2020.07.01.,-88.0,1.5894736842105264
2020.06.30.,-3.9655172413793105,-1.6727272727272726
2020.06.29.,-67.0,2.128205128205128
2020.06.28.,-5.2,1.9444444444444444
2020.06.27.,-4.25,1.6923076923076923
2020.06.26.,-0.6834532374100719,-1.4285714285714286
2020.06.25.,-3.3,5.25
2020.06.24.,43.0,2.156862745098039
2020.06.23.,17.5,17.666666666666668
2020.06.22.,2.9705882352941178,-11.533333333333333
2020.06.21.,-1.0638297872340425,-0.6538461538461539
2020.06.20.,-1.7142857142857142,3.875
2020.06.19.,-4.909090909090909,2.7083333333333335
2020.06.18.,-2.393939393939394,6.857142857142857
2020.06.17.,-2.3194444444444446,-1.5063291139240507
2020.06.16.,-1.180327868852459,-6.714285714285714
2020.06.15.,-1.59375,1.763157894736842
2020.06.14.,-0.5714285714285714,-0.8275862068965517
2020.06.13.,-1.054054054054054,-0.66
2020.06.12.,3.696969696969697,3.341463414634146
2020.06.11.,1.9285714285714286,-1.2
2020.06.10.,-28.5,2.1724137931034484
2020.06.09.,6.25,-3.5
2020.06.08.,-2.5238095238095237,2.0526315789473686
2020.06.07.,-7.75,2.0476190476190474
2020.06.06.,-10.5,2.111111111111111
2020.06.05.,-3.9047619047619047,1.8837209302325582
2020.06.04.,-1.8095238095238095,1.7384615384615385
2020.06.03.,4.136363636363637,-2.4761904761904763
2020.06.02.,1.6288659793814433,-1.2295081967213115
2020.06.01.,1.5384615384615385,1.9411764705882353
2020.05.31.,1.6842105263157894,-1.3636363636363635
2020.05.30.,-7.666666666666667,-4.5
2020.05.29.,1.6170212765957446,-4.625
2020.05.28.,1.4782608695652173,1.711111111111111
2020.05.27.,1.7692307692307692,4.321428571428571
2020.05.26.,2.375,3.142857142857143
2020.05.25.,3.8666666666666667,2.789473684210526
2020.05.24.,3.1,24.0
2020.05.23.,-16.0,4.75
2020.05.22.,-4.416666666666667,1.75
2020.05.21.,3.96,-1.8529411764705883
2020.05.20.,2.020408163265306,4.466666666666667
2020.05.19.,-49.333333333333336,-15.5
2020.05.18.,-11.857142857142858,3.096774193548387
2020.05.17.,3.727272727272727,2.3333333333333335
2020.05.16.,-5.5,-0.6666666666666666
2020.05.15.,-0.6713286713286714,-0.6506024096385542
2020.05.14.,6.6,4.096774193548387
2020.05.13.,1.671875,1.3875
2020.05.12.,2.8125,4.157894736842105
2020.05.11.,4.571428571428571,-2.6315789473684212
2020.05.10.,8.0,6.0
2020.05.09.,1.8,19.0
2020.05.08.,2.8,-3.217391304347826
2020.05.07.,1.732394366197183,1.9411764705882353
2020.05.06.,1.726530612244898,7.1063829787234045
2020.05.05.,-2.4545454545454546,
2020.05.04.,18.0,64.0
2020.05.03.,-54.0,3.823529411764706
2020.05.02.,9.666666666666666,1.9375
2020.05.01.,2.4107142857142856,2.604651162790698
2020.04.30.,2.9166666666666665,2.8333333333333335
2020.04.29.,1.957142857142857,-1.7878787878787878
2020.04.28.,,4.208333333333333
2020.04.27.,-1.6635514018691588,4.086956521739131
2020.04.26.,1.5517241379310345,
2020.04.25.,-0.6296296296296297,4.176470588235294
2020.04.24.,-0.5159574468085106,3.043010752688172
2020.04.23.,2.084507042253521,2.693877551020408
2020.04.22.,4.153846153846154,1.7027027027027026
2020.04.21.,-4.333333333333333,3.268292682926829
2020.04.20.,2.5714285714285716,-12.333333333333334
2020.04.19.,6.5,2.857142857142857
2020.04.18.,1.6875,20.0
2020.04.17.,4.075,5.074074074074074
2020.04.16.,1.7752808988764044,4.913043478260869
2020.04.15.,4.25,-0.8695652173913043
2020.04.14.,2.761904761904762,-3.6666666666666665
2020.04.13.,1.7405857740585775,-0.6188811188811189
2020.04.12.,-5.75,2.28
2020.04.11.,-6.0,4.5
2020.04.10.,1.9285714285714286,
2020.04.09.,3.4,-6.923076923076923
2020.04.08.,1.5522388059701493,4.588235294117647
2020.04.07.,2.2051282051282053,-20.6
2020.04.06.,4.855072463768116,4.3
2020.04.05.,-19.0,-0.7058823529411765
2020.04.04.,-1.25,-2.6666666666666665
2020.04.03.,3.0434782608695654,-54.0
2020.04.02.,-79.0,7.375
2020.04.01.,2.913793103448276,4.25
2020.03.31.,3.0,5.177777777777778
2020.03.30.,2.6043956043956045,-3.975609756097561
2020.03.29.,1.4791666666666667,-0.6666666666666666
2020.03.28.,1.3166666666666667,-0.7941176470588235
2020.03.27.,1.6842105263157894,-1.5454545454545454
2020.03.26.,8.825,3.7590361445783134
2020.03.25.,2.28,-2.9491525423728815
2020.03.24.,3.1452991452991452,-55.2
2020.03.23.,2.183673469387755,6.52
2020.03.22.,2.9,-3.4615384615384617
2020.03.21.,3.462962962962963,-22.333333333333332
2020.03.20.,6.085714285714285,5.931034482758621
2020.03.19.,3.1333333333333333,3.65
2020.03.18.,3.2857142857142856,
2020.03.17.,3.0303030303030303,-35.0
2020.03.16.,2.375,-10.857142857142858
2020.03.15.,3.909090909090909,2.2222222222222223
2020.03.14.,1.5454545454545454,4.333333333333333
2020.03.13.,1.46875,3.4814814814814814
2020.03.12.,4.136363636363637,-7.25
2020.03.11.,3.7142857142857144,4.2727272727272725
2020.03.10.,1.9743589743589745,4.25
2020.03.09.,2.382978723404255,2.7777777777777777
2020.03.08.,1.7391304347826086,-0.6842105263157895
2020.03.07.,1.8214285714285714,-0.3448275862068966
2020.03.06.,2.7674418604651163,3.130434782608696
2020.03.05.,-28.0,6.0
2020.03.04.,-4.176470588235294,4.461538461538462
2020.03.03.,3.1538461538461537,15.75
2020.03.02.,1.7346938775510203,2.761904761904762
2020.03.01.,2.4615384615384617,2.5
2020.02.29.,3.0,11.0
2020.02.28.,12.142857142857142,-3.2142857142857144
2020.02.27.,-11.75,3.1538461538461537
2020.02.26.,4.222222222222222,-1.8461538461538463
2020.02.25.,1.6046511627906976,-2.4615384615384617
2020.02.24.,2.1481481481481484,-9.0
2020.02.23.,,6.5
2020.02.22.,3.5,-0.4375
2020.02.21.,-10.0,-4.0
2020.02.20.,-2.625,1.3728813559322033
2020.02.19.,2.8125,
2020.02.18.,1.3823529411764706,8.333333333333334
2020.02.17.,3.4583333333333335,-2.0344827586206895
2020.02.16.,-25.0,1.434782608695652
2020.02.15.,1.4,-0.42857142857142855
2020.02.14.,,1.3076923076923077
2020.02.13.,6.0,10.0
2020.02.12.,-3.25,1.7647058823529411
2020.02.11.,1.5084745762711864,3.5714285714285716
2020.02.10.,1.696969696969697,2.5
2020.02.09.,5.666666666666667,1.3888888888888888
2020.02.08.,9.0,1.4285714285714286
2020.02.07.,1.5116279069767442,5.714285714285714
2020.02.06.,1.596774193548387,2.6774193548387095
2020.02.05.,1.8837209302325582,2.1333333333333333
2020.02.04.,-9.625,-2.8095238095238093
2020.02.03.,-0.9482758620689655,7.3
2020.02.02.,-2.3333333333333335,-1.7142857142857142
2020.02.01.,-1.2,2.0
2020.01.31.,-10.875,1.3557692307692308
2020.01.30.,1.9696969696969697,5.555555555555555
2020.01.29.,-2.5625,1.4150943396226414
2020.01.28.,-2.0833333333333335,1.3270440251572326
2020.01.27.,2.3125,2.642857142857143
2020.01.26.,1.8571428571428572,2.3333333333333335
2020.01.25.,-1.8,4.0
2020.01.24.,-1.8181818181818181,1.3333333333333333
2020.01.23.,5.0,-3.2
2020.01.22.,2.28,-2.2857142857142856
2020.01.21.,13.0,4.153846153846154
2020.01.20.,-23.2,-11.833333333333334
2020.01.19.,2.142857142857143,-15.0
2020.01.18.,-1.5,1.25
2020.01.17.,2.1818181818181817,6.0
2020.01.16.,7.315789473684211,5.5
2020.01.15.,1.9423076923076923,1.5
2020.01.14.,1.5789473684210527,3.0
2020.01.13.,,2.3461538461538463
2020.01.12.,-0.8857142857142857,7.8
2020.01.11.,10.0,-3.0
2020.01.10.,1.6666666666666667,2.7096774193548385
2020.01.09.,1.8032786885245902,-10.714285714285714
2020.01.08.,1.452054794520548,4.785714285714286
2020.01.07.,1.2203389830508475,2.923076923076923
2020.01.06.,21.333333333333332,9.428571428571429
2020.01.05.,3.625,-25.0
2020.01.04.,-2.625,5.0
2020.01.03.,2.586206896551724,1.8205128205128205
2020.01.02.,4.25,-3.6153846153846154
2020.01.01.,6.0,-3.75
2019.12.31.,5.2727272727272725,-1.3142857142857143
2019.12.30.,-4.344827586206897,-0.7175572519083969
2019.12.29.,7.7272727272727275,-1.0172413793103448
2019.12.28.,-9.0,2.4444444444444446
2019.12.27.,7.285714285714286,1.6470588235294117
2019.12.26.,-3.75,-3.8333333333333335
2019.12.25.,24.0,-6.5
2019.12.24.,-11.333333333333334,4.125
2019.12.23.,1.6785714285714286,4.538461538461538
2019.12.22.,1.5151515151515151,1.5217391304347827
2019.12.21.,-0.5,3.0
2019.12.20.,24.0,1.84375
2019.12.19.,1.7307692307692308,2.111111111111111
2019.12.18.,1.7586206896551724,3.076923076923077
2019.12.17.,5.454545454545454,23.5
2019.12.16.,1.7659574468085106,-8.2
2019.12.15.,4.111111111111111,2.3636363636363638
2019.12.14.,1.3333333333333333,1.6666666666666667
2019.12.13.,-7.2,2.515151515151515
2019.12.12.,-5.6875,3.3703703703703702
2019.12.11.,-20.666666666666668,-0.5068493150684932
2019.12.10.,1.8666666666666667,-6.428571428571429
2019.12.09.,1.7107438016528926,-1.7846153846153847
2019.12.08.,,33.5
2019.12.07.,3.2,-1.8333333333333333
2019.12.06.,5.857142857142857,2.388888888888889
2019.12.05.,4.230769230769231,2.7777777777777777
2019.12.04.,23.0,3.909090909090909
2019.12.03.,-7.333333333333333,1.7222222222222223
2019.12.02.,-3.588235294117647,5.363636363636363
2019.12.01.,1.46875,-1.9
2019.11.30.,2.9,
2019.11.29.,4.4,6.454545454545454
2019.11.28.,1.6104651162790697,3.0338983050847457
2019.11.27.,1.791304347826087,2.4363636363636365
2019.11.26.,6.086956521739131,2.4166666666666665
2019.11.25.,-9.833333333333334,1.6666666666666667
2019.11.24.,2.923076923076923,14.0
2019.11.23.,-3.7142857142857144,1.434782608695652
2019.11.22.,2.076923076923077,3.0
2019.11.21.,4.157894736842105,8.333333333333334
2019.11.20.,3.1666666666666665,-12.666666666666666
2019.11.19.,-1.0961538461538463,-1.0416666666666667
2019.11.18.,4.294117647058823,-1.236842105263158
2019.11.17.,1.7777777777777777,-0.8888888888888888
2019.11.16.,2.4444444444444446,2.8333333333333335
2019.11.15.,2.3142857142857145,-5.666666666666667
2019.11.14.,1.5813953488372092,
2019.11.13.,2.0217391304347827,-8.5
2019.11.12.,,3.142857142857143
2019.11.11.,4.28,2.7777777777777777
2019.11.10.,2.25,22.0
2019.11.09.,2.3333333333333335,1.375
2019.11.08.,1.830188679245283,-1.8709677419354838
2019.11.07.,2.4074074074074074,-2.933333333333333
2019.11.06.,-18.5,6.363636363636363
2019.11.05.,-35.5,2.769230769230769
2019.11.04.,2.566666666666667,4.235294117647059
2019.11.03.,1.8461538461538463,-4.666666666666667
2019.11.02.,16.0,2.0833333333333335
2019.11.01.,-4.533333333333333,1.703125
2019.10.31.,5.0,2.5357142857142856
2019.10.30.,5.045454545454546,3.8518518518518516
2019.10.29.,7.0,2.024390243902439
2019.10.28.,1.4210526315789473,5.25
2019.10.27.,8.5,2.25
2019.10.26.,2.64,1.3818181818181818
2019.10.25.,2.066666666666667,-7.2727272727272725
2019.10.24.,1.736842105263158,-2.925925925925926
2019.10.23.,1.7012987012987013,-5.666666666666667
2019.10.22.,1.42,-1.9473684210526316
2019.10.21.,1.4761904761904763,-3.857142857142857
2019.10.20.,1.4603174603174602,5.636363636363637
2019.10.19.,-0.6363636363636364,1.3333333333333333
2019.10.18.,4.777777777777778,7.4
2019.10.17.,-1.9333333333333333,2.25
2019.10.16.,2.0277777777777777,-12.0
2019.10.15.,1.6145833333333333,3.054054054054054
2019.10.14.,5.8,2.590909090909091
2019.10.13.,1.4761904761904763,17.0
2019.10.12.,1.7307692307692308,1.4242424242424243
2019.10.11.,1.5,2.2962962962962963
2019.10.10.,2.2,4.384615384615385
2019.10.09.,2.0,2.533333333333333
2019.10.08.,-1.1578947368421053,-1.1346153846153846
2019.10.07.,2.302325581395349,-4.4
2019.10.06.,2.2666666666666666,-1.2142857142857142
2019.10.05.,1.8928571428571428,-0.5
2019.10.04.,1.5454545454545454,-4.888888888888889
2019.10.03.,2.0,-11.5
2019.10.02.,44.666666666666664,3.3902439024390243
2019.10.01.,1.671875,4.8125
2019.09.30.,1.9042553191489362,3.3777777777777778
2019.09.29.,1.2432432432432432,-0.4583333333333333
2019.09.28.,-8.5,4.75
2019.09.27.,3.1739130434782608,2.25
2019.09.26.,1.3902439024390243,5.916666666666667
2019.09.25.,1.5134099616858236,14.941176470588236
2019.09.24.,1.7352941176470589,-2.324324324324324
2019.09.23.,1.3893129770992367,-0.7654320987654321
2019.09.22.,,2.25
2019.09.21.,1.8888888888888888,-2.6666666666666665
2019.09.20.,-2.5833333333333335,-3.5
2019.09.19.,-3.0,1.5833333333333333
2019.09.18.,3.05,-1.28
2019.09.17.,2.7142857142857144,-1.7
2019.09.16.,2.076923076923077,15.4
2019.09.15.,3.4285714285714284,-2.5
2019.09.14.,-3.0869565217391304,1.5714285714285714
2019.09.13.,-0.8,-0.6666666666666666
2019.09.12.,1.3333333333333333,1.4166666666666667
2019.09.11.,2.7777777777777777,1.8
2019.09.10.,2.0,-29.0
2019.09.09.,2.8461538461538463,-0.8648648648648649
2019.09.08.,-28.0,-29.0
2019.09.07.,-3.0,-4.0
2019.09.06.,1.2938144329896908,-2.3877551020408165
2019.09.05.,42.0,4.444444444444445
2019.09.04.,3.0238095238095237,1.9714285714285715
2019.09.03.,1.3166666666666667,1.59375
2019.09.02.,1.8837209302325582,2.0606060606060606
