날짜,뉴스_변동성_크기,뉴스_변동성_방향
2019.09.01.,3.0,1.5588235294117647
2019.08.31.,12.5,-24.0
2019.08.30.,-4.1,2.076923076923077
2019.08.29.,1.7681159420289856,7.9
2019.08.28.,1.4270833333333333,2.25
2019.08.27.,1.5217391304347827,-10.0
2019.08.26.,3.125,29.0
2019.08.25.,2.4,2.0
2019.08.24.,1.3333333333333333,-0.64
2019.08.23.,1.7317073170731707,1.8055555555555556
2019.08.22.,4.333333333333333,9.25
2019.08.21.,1.8783783783783783,-2.6129032258064515
2019.08.18.,1.8611111111111112,1.7058823529411764
2019.08.17.,,2.0
2019.08.16.,2.0,2.85
2019.08.15.,3.7142857142857144,2.75
2019.08.14.,1.7413793103448276,-2.52
2019.08.13.,1.6320754716981132,1.7142857142857142
2019.08.12.,1.962962962962963,-6.454545454545454
2019.08.11.,23.0,1.3181818181818181
2019.08.10.,2.2857142857142856,4.333333333333333
2019.08.09.,,2.0303030303030303
2019.08.08.,2.18,2.0588235294117645
2019.08.07.,1.8703703703703705,1.975609756097561
2019.08.06.,1.2465116279069768,2.287878787878788
2019.08.05.,1.4329896907216495,1.5733333333333333
2019.08.04.,3.142857142857143,2.7142857142857144
2019.08.03.,,1.16
2019.08.02.,2.3,1.7916666666666667
2019.08.01.,4.5,1.4615384615384615
2019.07.31.,1.88,2.2
2019.07.30.,10.0,1.9583333333333333
2019.07.29.,3.3157894736842106,4.636363636363637
2019.07.28.,2.5,3.8
2019.07.27.,2.0,-21.0
2019.07.26.,3.4,-20.0
2019.07.25.,4.785714285714286,7.857142857142857
2019.07.24.,1.513157894736842,-1.8181818181818181
2019.07.23.,2.0545454545454547,
2019.07.22.,2.4,17.25
2019.07.21.,1.74,-0.7241379310344828
2019.07.20.,1.375,1.4545454545454546
2019.07.19.,1.7846153846153847,4.8125
2019.07.18.,1.2983870967741935,6.583333333333333
2019.07.17.,1.410071942446043,-4.9411764705882355
2019.07.16.,1.233009708737864,-2.9375
2019.07.15.,1.8173076923076923,1.4233576642335766
2019.07.14.,2.55,-1.5625
2019.07.13.,2.0,2.125
2019.07.12.,1.2072072072072073,1.4814814814814814
2019.07.11.,1.5,15.444444444444445
2019.07.10.,1.7912087912087913,-2.6944444444444446
2019.07.09.,1.7289719626168225,11.545454545454545
2019.07.08.,1.671641791044776,16.5
2019.07.07.,2.3076923076923075,2.7777777777777777
2019.07.06.,1.7692307692307692,-6.0
2019.07.05.,1.82,3.933333333333333
2019.07.04.,1.625,-6.333333333333333
2019.07.03.,1.4430379746835442,-4.333333333333333
2019.07.02.,1.9782608695652173,8.571428571428571
2019.07.01.,1.4216867469879517,-2.0
2019.06.30.,1.233644859813084,-0.41379310344827586
2019.06.29.,1.3666666666666667,-3.2
2019.06.28.,1.5227272727272727,3.0294117647058822
2019.06.27.,1.353658536585366,6.027777777777778
2019.06.26.,1.504,1.8354430379746836
2019.06.25.,1.271523178807947,1.855072463768116
2019.06.24.,1.5070422535211268,5.761904761904762
2019.06.23.,1.2439024390243902,3.022727272727273
2019.06.22.,1.2926829268292683,3.4285714285714284
2019.06.21.,1.9315068493150684,-12.5
2019.06.20.,1.3671875,4.391304347826087
2019.06.19.,1.620879120879121,10.8
2019.06.18.,2.2972972972972974,2.4814814814814814
2019.06.17.,1.4050632911392404,1.7058823529411764
2019.06.16.,1.3928571428571428,1.8666666666666667
2019.06.15.,16.0,1.263157894736842
2019.06.14.,1.6825396825396826,1.7647058823529411
2019.06.13.,2.5,4.333333333333333
2019.06.12.,2.6666666666666665,2.6666666666666665
2019.06.11.,1.8461538461538463,-1.1265822784810127
2019.06.10.,1.7,2.234042553191489
2019.06.09.,3.5555555555555554,-21.0
2019.06.08.,-5.5,-3.6666666666666665
2019.06.07.,2.3793103448275863,2.608695652173913
2019.06.06.,2.3157894736842106,
2019.06.05.,3.5454545454545454,2.2058823529411766
2019.06.04.,1.46875,-7.444444444444445
2019.06.03.,1.7794117647058822,-9.428571428571429
2019.06.02.,2.5,1.6666666666666667
2019.06.01.,4.666666666666667,-1.375
2019.05.31.,1.3211009174311927,3.9444444444444446
2019.05.30.,1.7619047619047619,3.0
2019.05.29.,2.3230769230769233,1.9066666666666667
2019.05.28.,2.288135593220339,1.776978417266187
2019.05.27.,1.325,1.4789915966386555
2019.05.26.,2.2,4.4
2019.05.25.,2.0,1.4736842105263157
2019.05.24.,3.857142857142857,2.3714285714285714
2019.05.23.,1.5172413793103448,1.7551020408163265
2019.05.22.,1.7466666666666666,9.88888888888889
2019.05.21.,2.642857142857143,-5.7
2019.05.20.,2.0,12.857142857142858
2019.05.19.,1.6666666666666667,1.4736842105263157
2019.05.18.,1.7333333333333334,2.090909090909091
2019.05.17.,1.7457627118644068,1.6538461538461537
2019.05.16.,1.621212121212121,3.5
2019.05.15.,1.732394366197183,1.5357142857142858
2019.05.14.,1.8295454545454546,1.6864864864864866
2019.05.13.,1.3548387096774193,5.333333333333333
2019.05.12.,1.6756756756756757,6.142857142857143
2019.05.11.,2.2142857142857144,4.75
2019.05.10.,1.8269230769230769,2.5
2019.05.09.,1.456140350877193,4.0
2019.05.08.,1.475,1.5087719298245614
2019.05.07.,1.873015873015873,1.4767441860465116
2019.05.06.,4.25,-4.833333333333333
2019.05.05.,1.7419354838709677,-6.0
2019.05.04.,1.411764705882353,1.0666666666666667
2019.05.03.,2.8333333333333335,1.6666666666666667
2019.05.02.,9.25,1.4202898550724639
2019.05.01.,-1.7272727272727273,1.5522388059701493
2019.04.30.,-14.090909090909092,1.5555555555555556
2019.04.29.,8.416666666666666,3.5714285714285716
2019.04.28.,-9.0,-20.0
2019.04.27.,-2.142857142857143,-1.7307692307692308
2019.04.26.,-6.571428571428571,1.9310344827586208
2019.04.25.,3.033333333333333,-1.2173913043478262
2019.04.24.,1.8440366972477065,-2.6
2019.04.23.,1.7567567567567568,1.967741935483871
2019.04.22.,-3.2777777777777777,1.6911764705882353
2019.04.21.,-43.0,-0.9523809523809523
2019.04.20.,-32.0,4.25
2019.04.19.,3.652173913043478,1.9183673469387754
2019.04.18.,-30.5,1.975609756097561
2019.04.17.,1.864864864864865,4.0
2019.04.16.,2.25,38.666666666666664
2019.04.15.,1.7294117647058824,2.9655172413793105
2019.04.14.,-1.2105263157894737,2.3684210526315788
2019.04.13.,19.0,-2.4
2019.04.12.,3.066666666666667,1.709090909090909
2019.04.11.,3.2666666666666666,3.032258064516129
2019.04.10.,1.6714285714285715,1.9318181818181819
2019.04.09.,4.294117647058823,-1.8064516129032258
2019.04.08.,1.6956521739130435,1.6341463414634145
2019.04.07.,2.5,2.4285714285714284
2019.04.06.,-1.875,5.0
2019.04.05.,2.404255319148936,2.0714285714285716
2019.04.04.,4.145833333333333,-1.7179487179487178
2019.04.03.,1.6287425149700598,1.9481481481481482
2019.04.02.,1.4232558139534883,1.452127659574468
2019.04.01.,4.464285714285714,2.090909090909091
2019.03.31.,-2.95,-8.857142857142858
2019.03.30.,-5.9,-0.5514018691588785
2019.03.29.,2.3142857142857145,1.9090909090909092
2019.03.28.,-8.1,1.8142857142857143
2019.03.27.,-2.689655172413793,1.8113207547169812
2019.03.26.,8.083333333333334,1.8387096774193548
2019.03.25.,-2.8260869565217392,3.090909090909091
2019.03.24.,-3.875,4.0
2019.03.23.,-1.4,1.2666666666666666
2019.03.22.,-4.5,1.430232558139535
2019.03.21.,-3.875,3.0454545454545454
2019.03.20.,-6.6,3.7777777777777777
2019.03.19.,-4.027027027027027,1.6
2019.03.18.,2.9714285714285715,1.721311475409836
2019.03.17.,-1.3125,
2019.03.16.,14.0,1.25
2019.03.15.,-13.5,1.6833333333333333
2019.03.14.,-8.428571428571429,2.303030303030303
2019.03.13.,-4.818181818181818,1.5595238095238095
2019.03.12.,-64.66666666666667,6.0625
2019.03.11.,-5.0,1.675
2019.03.10.,-1.0,-1.7058823529411764
2019.03.09.,1.8064516129032258,1.3
2019.03.08.,2.9130434782608696,1.4901960784313726
2019.03.07.,-14.333333333333334,5.333333333333333
2019.03.06.,2.5681818181818183,3.3448275862068964
2019.03.05.,15.0,6.666666666666667
2019.03.04.,2.0294117647058822,15.666666666666666
2019.03.03.,10.75,-3.1
2019.03.02.,-1.3333333333333333,3.5
2019.03.01.,,-6.0
2019.02.28.,7.625,-0.8113207547169812
2019.02.27.,-4.923076923076923,1.4090909090909092
2019.02.26.,3.25,25.333333333333332
2019.02.25.,4.090909090909091,13.0
2019.02.24.,-4.0,-1.736842105263158
2019.02.23.,4.5,1.1818181818181819
2019.02.22.,4.333333333333333,3.4
2019.02.21.,27.666666666666668,4.444444444444445
2019.02.20.,-2.8461538461538463,2.075
2019.02.19.,-16.714285714285715,4.217391304347826
2019.02.18.,2.357142857142857,1.5806451612903225
2019.02.17.,-1.4,1.4193548387096775
2019.02.16.,-12.5,1.391304347826087
2019.02.15.,16.625,2.32
2019.02.14.,-6.523809523809524,1.6355932203389831
2019.02.13.,-4.2631578947368425,-3.3333333333333335
2019.02.12.,-9.5625,-0.7285714285714285
2019.02.11.,2.7096774193548385,-42.666666666666664
2019.02.10.,-1.6666666666666667,1.6923076923076923
2019.02.09.,1.8571428571428572,5.5
2019.02.08.,1.704225352112676,2.7435897435897436
2019.02.07.,5.7727272727272725,-1.7959183673469388
2019.02.06.,12.75,2.0344827586206895
2019.02.05.,-14.0,
2019.02.04.,7.75,1.5833333333333333
2019.02.03.,6.333333333333333,-8.0
2019.02.02.,-1.4545454545454546,1.3478260869565217
2019.02.01.,5.5,2.638888888888889
2019.01.31.,3.0444444444444443,10.75
2019.01.30.,-12.75,5.0588235294117645
2019.01.29.,1.9625,-20.0
2019.01.28.,1.4596774193548387,-7.928571428571429
2019.01.27.,-1.3157894736842106,-1.0
2019.01.26.,7.0,3.2857142857142856
2019.01.25.,-4.2631578947368425,-2.09375
2019.01.24.,23.75,7.153846153846154
2019.01.23.,2.5416666666666665,-5.125
2019.01.22.,-3.357142857142857,1.84375
2019.01.21.,,13.5
2019.01.20.,4.0,2.238095238095238
2019.01.19.,-1.5238095238095237,1.108695652173913
2019.01.18.,-6.3,3.6315789473684212
2019.01.17.,-2.611111111111111,2.2658227848101267
2019.01.16.,5.8,3.68
2019.01.15.,,17.25
2019.01.14.,1.7719298245614035,3.037037037037037
2019.01.13.,1.5142857142857142,6.8
2019.01.12.,5.0,5.333333333333333
2019.01.11.,2.42,2.5365853658536586
2019.01.10.,1.440251572327044,-4.708333333333333
2019.01.09.,2.7333333333333334,-4.333333333333333
2019.01.08.,-8.166666666666666,-23.0
2019.01.07.,-89.0,-3.1923076923076925
2019.01.06.,1.4,2.5833333333333335
2019.01.05.,7.6,-1.8571428571428572
2019.01.04.,1.5036496350364963,-1.4696969696969697
2019.01.03.,1.168421052631579,-0.48427672955974843
2019.01.02.,3.869565217391304,3.9047619047619047
2019.01.01.,1.9487179487179487,2.888888888888889
2018.12.31.,1.546875,-5.0
2018.12.30.,1.4210526315789473,2.1142857142857143
2018.12.29.,1.3571428571428572,-0.8461538461538461
2018.12.28.,2.357142857142857,2.6857142857142855
2018.12.27.,2.323529411764706,4.423076923076923
2018.12.26.,6.346153846153846,2.440677966101695
2018.12.25.,1.627906976744186,
2018.12.24.,1.2804532577903682,2.398230088495575
2018.12.23.,94.0,2.3191489361702127
2018.12.22.,2.0526315789473686,2.5833333333333335
2018.12.21.,1.7766990291262137,21.1875
2018.12.20.,2.021276595744681,2.328767123287671
2018.12.19.,2.521276595744681,2.7662337662337664
2018.12.18.,1.729032258064516,1.3571428571428572
2018.12.17.,1.6319444444444444,2.793103448275862
2018.12.16.,1.8157894736842106,2.074074074074074
2018.12.15.,2.076923076923077,11.0
2018.12.14.,3.090909090909091,6.555555555555555
2018.12.13.,1.7777777777777777,-5.052631578947368
2018.12.12.,2.017543859649123,3.4615384615384617
2018.12.11.,1.683673469387755,-21.0
2018.12.10.,1.49079754601227,-3.7666666666666666
2018.12.09.,2.8,4.4
2018.12.08.,18.0,-2.2
2018.12.07.,1.8235294117647058,3.0
2018.12.06.,2.4352941176470586,-4.066666666666666
2018.12.05.,1.7681159420289856,2.4642857142857144
2018.12.04.,2.9482758620689653,3.8
2018.12.03.,2.6140350877192984,-2.4871794871794872
2018.12.02.,6.625,6.5
2018.12.01.,1.4,1.4137931034482758
2018.11.30.,2.090909090909091,6.153846153846154
2018.11.29.,3.0277777777777777,2.4878048780487805
2018.11.28.,2.5384615384615383,1.896103896103896
2018.11.27.,4.588235294117647,4.642857142857143
2018.11.26.,1.6458333333333333,2.3181818181818183
2018.11.25.,1.6666666666666667,1.826086956521739
2018.11.24.,1.5,2.0
2018.11.23.,2.2048192771084336,2.1690140845070425
2018.11.22.,1.3406593406593406,5.043478260869565
2018.11.21.,2.018181818181818,2.0238095238095237
2018.11.20.,1.8253012048192772,2.6962025316455698
2018.11.19.,3.864864864864865,2.3225806451612905
2018.11.18.,6.5,3.0833333333333335
2018.11.17.,-4.666666666666667,2.5833333333333335
2018.11.16.,1.9710144927536233,-3.130434782608696
2018.11.15.,1.646067415730337,6.178571428571429
2018.11.14.,2.3950617283950617,17.875
2018.11.13.,6.444444444444445,8.722222222222221
2018.11.12.,2.888888888888889,7.166666666666667
2018.11.11.,2.6315789473684212,-4.0
2018.11.10.,-11.5,
2018.11.09.,7.944444444444445,127.0
2018.11.08.,4.212765957446808,3.5384615384615383
2018.11.07.,-18.0,2.5813953488372094
2018.11.06.,10.4,1.8837209302325582
2018.11.05.,8.642857142857142,7.357142857142857
2018.11.04.,17.0,3.8
2018.11.03.,-2.5,2.2222222222222223
2018.11.02.,14.285714285714286,7.769230769230769
2018.11.01.,-12.785714285714286,2.0505050505050506
2018.10.31.,-17.625,1.9259259259259258
2018.10.30.,4.086206896551724,2.5164835164835164
2018.10.29.,2.2688172043010755,76.5
2018.10.28.,-12.5,4.285714285714286
2018.10.27.,-0.4117647058823529,1.5238095238095237
2018.10.26.,20.333333333333332,1.8970588235294117
2018.10.25.,-49.0,6.923076923076923
2018.10.24.,-1.3545454545454545,2.064516129032258
2018.10.23.,-23.8,2.8666666666666667
2018.10.22.,2.746268656716418,-32.25
2018.10.21.,3.6842105263157894,6.0
2018.10.20.,-1.5454545454545454,1.5263157894736843
2018.10.19.,4.615384615384615,-6.333333333333333
2018.10.18.,-4.923076923076923,2.736842105263158
2018.10.17.,4.695652173913044,
2018.10.16.,5.104166666666667,67.33333333333333
2018.10.15.,2.127450980392157,2.75
2018.10.14.,3.1,-22.5
2018.10.13.,5.142857142857143,-3.375
2018.10.12.,71.66666666666667,-1.8780487804878048
2018.10.11.,2.8333333333333335,3.9285714285714284
2018.10.10.,4.461538461538462,3.4411764705882355
2018.10.09.,-48.0,2.28
2018.10.08.,-111.0,3.2941176470588234
2018.10.07.,-17.333333333333332,2.2916666666666665
2018.10.06.,-4.666666666666667,2.625
2018.10.05.,4.806451612903226,2.5714285714285716
2018.10.04.,2.9130434782608696,2.3617021276595747
2018.10.03.,2.32,4.615384615384615
2018.10.02.,-2.526315789473684,2.4864864864864864
2018.10.01.,21.8,9.0
2018.09.30.,,2.08
2018.09.29.,6.666666666666667,-3.6666666666666665
2018.09.28.,6.647058823529412,2.5217391304347827
2018.09.27.,2.0980392156862746,2.3461538461538463
2018.09.26.,2.967741935483871,3.235294117647059
2018.09.25.,2.0555555555555554,-2.25
2018.09.24.,4.0,-2.25
2018.09.23.,3.1538461538461537,-3.857142857142857
2018.09.22.,-2.5384615384615383,8.5
2018.09.21.,1.817391304347826,3.1176470588235294
2018.09.20.,2.3043478260869565,2.183673469387755
2018.09.19.,2.232876712328767,2.3846153846153846
2018.09.18.,-3.838709677419355,1.6470588235294117
2018.09.17.,4.4,2.425925925925926
2018.09.16.,5.25,-2.0
2018.09.15.,-0.9782608695652174,1.9705882352941178
2018.09.14.,37.0,2.1587301587301586
2018.09.13.,5.0,2.607843137254902
2018.09.12.,3.4464285714285716,2.6507936507936507
2018.09.11.,4.27906976744186,7.4
2018.09.10.,3.5454545454545454,5.739130434782608
2018.09.09.,1.8620689655172413,12.666666666666666
2018.09.08.,1.7083333333333333,-2.5555555555555554
2018.09.07.,1.9263157894736842,-2.3658536585365852
2018.09.06.,1.6567164179104477,-2.9523809523809526
2018.09.05.,2.5365853658536586,3.2
2018.09.04.,3.227272727272727,2.3508771929824563
2018.09.03.,7.578947368421052,1.6442307692307692
2018.09.02.,3.8666666666666667,1.3846153846153846
2018.09.01.,6.333333333333333,3.0
2018.08.31.,-6.9523809523809526,2.9038461538461537
2018.08.30.,1.9753086419753085,2.577777777777778
2018.08.29.,16.7,5.517241379310345
2018.08.28.,6.291666666666667,1.5961538461538463
2018.08.27.,5.714285714285714,1.5220588235294117
2018.08.26.,-7.625,1.5740740740740742
2018.08.25.,-2.235294117647059,1.5135135135135136
2018.08.24.,1.5714285714285714,1.746031746031746
2018.08.23.,2.0238095238095237,1.8205128205128205
2018.08.22.,1.9886363636363635,3.073170731707317
2018.08.21.,2.1358024691358026,2.0945945945945947
2018.08.20.,3.727272727272727,5.714285714285714
2018.08.19.,5.545454545454546,2.081081081081081
2018.08.18.,2.05,6.2
2018.08.17.,2.041095890410959,3.0
2018.08.16.,,2.2884615384615383
2018.08.15.,4.0,1.878787878787879
2018.08.14.,1.7352941176470589,45.333333333333336
2018.08.13.,2.7096774193548385,2.0422535211267605
2018.08.12.,3.2142857142857144,1.4477611940298507
2018.08.11.,2.6296296296296298,1.5
2018.08.10.,2.311926605504587,2.176470588235294
2018.08.09.,2.2334494773519165,1.9293478260869565
2018.08.08.,6.543478260869565,2.9651162790697674
2018.08.07.,10.526315789473685,-63.6
2018.08.06.,8.658536585365853,5.551724137931035
2018.08.05.,6.9,1.8333333333333333
2018.08.04.,2.2280701754385963,1.890625
2018.08.03.,2.125,3.0
2018.08.02.,56.0,-17.625
2018.08.01.,-6.5,-0.875
