Date,Open,High,Low,Close,Adj Close,Volume
2018-08-01,2824.250000,2825.750000,2805.500000,2810.750000,2810.750000,1098291
2018-08-02,2814.000000,2831.250000,2791.000000,2828.500000,2828.500000,1238138
2018-08-03,2830.750000,2841.500000,2824.750000,2839.500000,2839.500000,922242
2018-08-06,2841.500000,2853.500000,2835.000000,2850.000000,2850.000000,797324
2018-08-07,2849.250000,2863.750000,2848.250000,2859.750000,2859.750000,780222
2018-08-08,2860.500000,2862.500000,2852.500000,2855.250000,2855.250000,745412
2018-08-09,2853.500000,2862.750000,2850.500000,2853.750000,2853.750000,696695
2018-08-10,2852.500000,2852.750000,2826.000000,2836.750000,2836.750000,1416182
2018-08-13,2835.750000,2843.750000,2820.000000,2825.500000,2825.500000,1282874
2018-08-14,2826.750000,2843.500000,2825.750000,2841.000000,2841.000000,1022577
2018-08-15,2841.750000,2843.000000,2803.000000,2821.250000,2821.250000,1871800
2018-08-16,2822.250000,2851.750000,2817.500000,2844.750000,2844.750000,1271529
2018-08-17,2843.500000,2857.000000,2835.000000,2852.250000,2852.250000,1202980
2018-08-20,2851.750000,2860.750000,2850.250000,2858.500000,2858.500000,817383
2018-08-21,2856.750000,2874.000000,2852.000000,2861.750000,2861.750000,1055051
2018-08-22,2853.000000,2868.250000,2846.250000,2861.250000,2861.250000,996434
2018-08-23,2861.750000,2869.750000,2854.750000,2858.000000,2858.000000,1050042
2018-08-24,2858.250000,2877.500000,2856.250000,2876.750000,2876.750000,1058571
2018-08-27,2877.750000,2899.500000,2876.750000,2898.500000,2898.500000,961496
2018-08-28,2899.000000,2906.250000,2894.250000,2899.250000,2899.250000,902705
2018-08-29,2900.500000,2917.500000,2897.500000,2914.750000,2914.750000,1113797
2018-08-30,2915.750000,2916.250000,2895.500000,2902.000000,2902.000000,1331841
2018-08-31,2898.000000,2907.500000,2891.750000,2902.000000,2902.000000,1323038
2018-09-04,2906.500000,2912.500000,2885.500000,2898.250000,2898.250000,1605954
2018-09-05,2898.750000,2900.500000,2877.500000,2888.250000,2888.250000,1604742
2018-09-06,2888.500000,2893.000000,2868.000000,2879.000000,2879.000000,1633946
2018-09-07,2877.750000,2885.000000,2865.000000,2874.750000,2874.750000,1692240
2018-09-10,2873.750000,2888.250000,2873.250000,2880.250000,2880.250000,1248308
2018-09-11,2879.750000,2893.000000,2867.250000,2889.750000,2889.750000,1269254
2018-09-12,2890.000000,2895.250000,2879.500000,2888.500000,2888.500000,1581597
2018-09-13,2887.000000,2907.000000,2884.750000,2905.250000,2905.250000,1641192
2018-09-14,2904.750000,2912.250000,2896.750000,2906.250000,2906.250000,1203335
2018-09-17,2903.500000,2906.250000,2887.250000,2891.000000,2891.000000,1161598
2018-09-18,2890.500000,2912.500000,2878.500000,2906.500000,2906.500000,986831
2018-09-19,2907.750000,2913.750000,2900.750000,2910.000000,2910.000000,563497
2018-09-20,2911.250000,2935.750000,2908.250000,2934.000000,2934.000000,360700
2018-09-21,2934.750000,2944.000000,2932.250000,2943.000000,2943.000000,1489417
2018-09-24,2929.500000,2930.250000,2917.750000,2925.500000,2925.500000,1162107
2018-09-25,2926.500000,2934.250000,2918.250000,2921.250000,2921.250000,1032045
2018-09-26,2922.500000,2936.000000,2907.500000,2911.500000,2911.500000,1308995
2018-09-27,2911.500000,2932.000000,2907.500000,2920.000000,2920.000000,1210835
2018-09-28,2922.250000,2925.500000,2908.000000,2919.000000,2919.000000,1429127
2018-10-01,2922.500000,2942.000000,2922.500000,2930.000000,2930.000000,1239963
2018-10-02,2929.250000,2936.000000,2917.500000,2928.500000,2928.500000,1132507
2018-10-03,2929.000000,2944.750000,2924.750000,2931.500000,2931.500000,1244514
2018-10-04,2926.000000,2926.250000,2887.750000,2907.750000,2907.750000,2165850
2018-10-05,2910.000000,2915.500000,2873.250000,2894.000000,2894.000000,2291213
2018-10-08,2897.500000,2898.250000,2866.000000,2893.750000,2893.750000,1760642
2018-10-09,2892.250000,2900.000000,2874.500000,2888.250000,2888.250000,1770753
