"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2019년 11월 18일","669.34","670.07","671.09","666.82","1.09B","0.12%"
"2019년 11월 15일","668.51","662.87","668.54","660.64","1.11B","0.78%"
"2019년 11월 14일","663.31","663.25","666.05","659.21","1.36B","0.22%"
"2019년 11월 13일","661.85","665.37","665.48","659.95","1.36B","-0.49%"
"2019년 11월 12일","665.14","662.11","665.86","661.42","1.08B","0.57%"
"2019년 11월 11일","661.37","666.13","666.13","658.70","922.61M","-0.49%"
"2019년 11월 08일","664.60","669.34","670.59","662.46","952.99M","-0.23%"
"2019년 11월 07일","666.15","668.73","669.57","663.70","1.03B","-0.53%"
"2019년 11월 06일","669.68","672.12","673.86","669.25","1.09B","-0.37%"
"2019년 11월 05일","672.18","669.47","672.18","666.00","987.48M","0.56%"
"2019년 11월 04일","668.45","667.20","669.66","665.63","921.19M","0.92%"
"2019년 11월 01일","662.34","658.16","662.34","656.13","820.17M","0.58%"
"2019년 10월 31일","658.52","658.45","661.65","656.96","892.49M","0.53%"
"2019년 10월 30일","655.04","660.60","660.60","654.15","892.70M","-0.50%"
"2019년 10월 29일","658.30","656.85","658.76","653.83","954.72M","0.90%"
"2019년 10월 28일","652.42","655.05","657.29","651.95","933.70M","0.01%"
"2019년 10월 25일","652.37","657.60","658.77","651.29","1.01B","-0.97%"
"2019년 10월 24일","658.75","658.53","662.27","647.53","1.07B","-0.03%"
"2019년 10월 23일","658.98","656.88","660.38","654.78","1.03B","0.47%"
"2019년 10월 22일","655.91","653.17","660.35","651.10","883.77M","1.04%"
"2019년 10월 21일","649.18","646.79","649.18","645.35","767.92M","0.39%"
"2019년 10월 18일","646.69","651.55","651.97","645.59","866.09M","-0.40%"
"2019년 10월 17일","649.29","653.08","654.67","646.61","1.04B","-0.41%"
"2019년 10월 16일","651.96","650.61","652.73","649.88","860.25M","0.80%"
"2019년 10월 15일","646.80","641.51","647.40","641.49","737.77M","0.83%"
"2019년 10월 14일","641.46","638.65","643.41","637.69","681.42M","1.34%"
"2019년 10월 11일","632.95","638.22","638.49","632.92","767.47M","-0.28%"
"2019년 10월 10일","634.73","633.96","635.85","630.59","715.23M","-0.11%"
"2019년 10월 08일","635.41","628.03","635.94","624.92","864.37M","1.31%"
"2019년 10월 07일","627.21","625.25","627.82","622.45","753.05M","0.86%"
"2019년 10월 04일","621.84","623.08","627.15","619.53","792.98M","-0.43%"
"2019년 10월 02일","624.51","627.75","630.62","624.47","1.25B","-1.20%"
"2019년 10월 01일","632.10","623.70","632.12","621.76","875.34M","1.66%"
"2019년 09월 30일","621.76","625.69","627.30","615.64","745.97M","-0.82%"
"2019년 09월 27일","626.93","628.41","628.41","623.32","724.11M","-0.24%"
"2019년 09월 26일","628.42","632.31","635.64","622.55","838.49M","0.26%"
"2019년 09월 25일","626.76","641.08","641.23","626.02","987.73M","-2.35%"
"2019년 09월 24일","641.85","643.45","646.60","641.17","778.01M","-0.49%"
"2019년 09월 23일","645.01","648.81","649.22","644.39","747.64M","-0.63%"
"2019년 09월 20일","649.07","647.50","650.03","645.91","844.70M","0.52%"
"2019년 09월 19일","645.71","646.83","651.45","643.00","867.28M","0.09%"
"2019년 09월 18일","645.12","646.25","648.95","644.32","909.11M","0.13%"
"2019년 09월 17일","644.28","637.10","646.05","636.00","823.51M","0.89%"
"2019년 09월 16일","638.59","634.67","638.59","630.16","622.05M","1.30%"
"2019년 09월 11일","630.37","625.81","632.42","624.78","718.20M","1.14%"
"2019년 09월 10일","623.25","627.77","628.81","621.95","830.37M","-0.40%"
"2019년 09월 09일","625.77","633.61","634.30","625.28","709.70M","-0.85%"
"2019년 09월 06일","631.15","637.33","637.33","630.60","882.31M","-0.29%"
"2019년 09월 05일","632.99","633.19","634.96","631.38","948.70M","0.58%"
"2019년 09월 04일","629.31","619.61","629.31","619.46","792.57M","1.50%"
"2019년 09월 03일","620.02","619.86","623.34","619.28","777.38M","0.03%"
"2019년 09월 02일","619.81","609.46","619.90","608.97","683.77M","1.52%"
"2019년 08월 30일","610.55","607.14","611.11","606.65","787.58M","1.83%"
"2019년 08월 29일","599.57","604.19","605.39","595.26","681.49M","-0.55%"
"2019년 08월 28일","602.90","590.67","602.90","590.36","698.49M","2.48%"
"2019년 08월 27일","588.32","592.38","596.43","587.42","651.15M","0.93%"
"2019년 08월 26일","582.91","594.25","598.08","582.77","711.38M","-4.28%"
"2019년 08월 23일","608.98","606.28","612.63","605.93","706.44M","-0.53%"
"2019년 08월 22일","612.25","618.34","618.73","611.67","850.92M","-0.60%"
"2019년 08월 21일","615.96","605.83","615.96","604.83","821.04M","1.47%"
"2019년 08월 20일","607.01","597.15","607.87","595.62","914.62M","2.08%"
"2019년 08월 19일","594.65","596.42","597.59","591.21","706.96M","0.52%"
"2019년 08월 16일","591.57","590.04","592.82","587.49","684.05M","-0.93%"
"2019년 08월 14일","597.15","600.35","601.46","596.23","793.56M","1.08%"
"2019년 08월 13일","590.75","589.71","593.98","588.47","755.90M","-0.58%"
"2019년 08월 12일","594.17","590.43","594.70","585.07","707.42M","0.70%"
"2019년 08월 09일","590.04","590.51","593.28","585.94","690.85M","0.79%"
"2019년 08월 08일","585.44","571.59","585.44","571.00","929.19M","3.68%"
"2019년 08월 07일","564.64","562.47","567.52","554.18","835.98M","2.38%"
"2019년 08월 06일","551.50","555.07","577.51","540.83","973.68M","-3.21%"
"2019년 08월 05일","569.79","614.69","615.23","569.78","821.18M","-7.46%"
"2019년 08월 02일","615.70","612.01","622.36","607.01","601.25M","-1.05%"
"2019년 08월 01일","622.26","627.94","634.44","622.25","694.24M","-1.26%"
"2019년 07월 31일","630.18","625.05","631.43","610.70","770.56M","0.73%"
"2019년 07월 30일","625.64","620.33","630.61","620.33","716.18M","1.11%"
"2019년 07월 29일","618.78","643.34","643.34","618.78","795.26M","-4.00%"
"2019년 07월 26일","644.59","650.30","652.38","640.43","886.28M","-1.20%"
"2019년 07월 25일","652.40","660.30","661.62","647.38","871.06M","-1.13%"
"2019년 07월 24일","659.83","670.31","672.36","659.26","971.45M","-1.32%"
"2019년 07월 23일","668.65","675.84","678.27","666.79","894.11M","-0.91%"
"2019년 07월 22일","674.78","674.00","675.48","671.44","644.96M","0.11%"
"2019년 07월 19일","674.06","668.20","674.06","668.20","756.21M","1.34%"
"2019년 07월 18일","665.15","665.09","669.47","661.82","837.12M","-0.17%"
"2019년 07월 17일","666.28","673.08","673.34","661.93","901.09M","-1.21%"
"2019년 07월 16일","674.42","675.67","679.69","672.77","824.28M","-0.05%"
"2019년 07월 15일","674.79","682.36","682.36","671.71","715.66M","-0.94%"
"2019년 07월 12일","681.17","677.87","682.65","673.76","735.65M","0.60%"
"2019년 07월 11일","677.09","669.98","677.11","668.42","791.15M","1.53%"
"2019년 07월 10일","666.90","662.30","670.68","660.62","774.83M","1.38%"
"2019년 07월 09일","657.80","670.76","675.09","657.77","879.15M","-1.63%"
"2019년 07월 08일","668.72","691.97","691.97","668.72","766.60M","-3.67%"
"2019년 07월 05일","694.17","692.86","694.39","686.93","729.81M","0.42%"
"2019년 07월 04일","691.27","693.96","694.63","682.73","763.52M","-0.26%"
"2019년 07월 03일","693.04","697.68","698.89","689.86","676.30M","-0.46%"
"2019년 07월 02일","696.25","695.80","699.44","693.19","696.44M","0.04%"
"2019년 07월 01일","696.00","696.38","697.97","692.76","734.43M","0.79%"
"2019년 06월 28일","690.53","698.63","700.42","687.29","784.77M","-1.10%"
"2019년 06월 27일","698.21","711.18","713.14","694.53","909.98M","-1.57%"
"2019년 06월 26일","709.37","710.15","713.57","706.44","981.44M","-0.09%"
"2019년 06월 25일","710.02","719.03","720.06","707.64","1.06B","-1.07%"
"2019년 06월 24일","717.69","725.04","725.05","717.22","923.99M","-0.68%"
"2019년 06월 21일","722.64","729.20","729.20","721.96","1.10B","-0.64%"
"2019년 06월 20일","727.32","719.54","727.34","719.31","1.00B","1.34%"
"2019년 06월 19일","717.71","721.66","722.66","714.98","979.44M","0.40%"
"2019년 06월 18일","714.86","721.25","723.79","713.17","1.05B","-0.59%"
"2019년 06월 17일","719.13","723.52","723.90","718.62","757.97M","-0.43%"
"2019년 06월 14일","722.25","729.39","729.39","721.44","843.44M","-0.61%"
"2019년 06월 13일","726.68","724.57","730.86","721.87","839.46M","0.33%"
"2019년 06월 12일","724.32","729.06","729.06","721.91","724.08M","-0.61%"
"2019년 06월 11일","728.79","723.61","728.79","722.51","897.03M","1.06%"
"2019년 06월 10일","721.14","721.12","721.50","717.08","763.02M","0.64%"
"2019년 06월 07일","716.53","711.77","716.56","708.73","723.22M","1.24%"
"2019년 06월 05일","707.75","709.07","710.11","706.76","616.92M","0.74%"
"2019년 06월 04일","702.53","699.12","702.53","697.20","657.09M","0.72%"
"2019년 06월 03일","697.50","693.26","698.35","691.80","643.04M","0.15%"
"2019년 05월 31일","696.47","688.70","699.40","687.71","642.15M","1.04%"
"2019년 05월 30일","689.33","692.60","696.45","685.31","669.46M","-0.31%"
"2019년 05월 29일","691.47","699.12","699.53","689.90","849.78M","-1.61%"
"2019년 05월 28일","702.76","691.55","702.76","690.78","723.96M","1.90%"
"2019년 05월 27일","689.67","692.06","696.30","684.07","782.62M","-0.05%"
"2019년 05월 24일","690.03","694.02","696.75","686.72","862.12M","-0.98%"
"2019년 05월 23일","696.89","707.74","707.95","696.88","902.83M","-1.42%"
"2019년 05월 22일","706.93","709.38","710.46","702.25","723.70M","0.42%"
"2019년 05월 21일","703.98","701.83","708.16","700.00","792.04M","0.27%"
"2019년 05월 20일","702.08","717.12","719.57","701.76","733.17M","-1.69%"
"2019년 05월 17일","714.13","723.94","727.56","713.94","783.63M","-0.48%"
"2019년 05월 16일","717.59","731.09","731.78","716.68","911.75M","-1.65%"
"2019년 05월 15일","729.60","714.94","729.63","713.49","859.43M","2.74%"
"2019년 05월 14일","710.16","698.86","714.80","698.30","1.07B","0.19%"
"2019년 05월 13일","708.80","722.19","724.78","708.77","916.43M","-1.91%"
"2019년 05월 10일","722.62","726.06","729.84","712.15","916.49M","-0.22%"
"2019년 05월 09일","724.22","746.96","747.96","722.60","992.09M","-2.84%"
"2019년 05월 08일","745.37","745.86","751.55","745.36","922.68M","-1.07%"
"2019년 05월 07일","753.45","751.26","757.97","749.27","728.05M","-1.10%"
"2019년 05월 03일","761.82","761.13","762.72","758.42","701.32M","0.19%"
"2019년 05월 02일","760.38","753.51","760.94","753.43","779.40M","0.75%"
"2019년 04월 30일","754.74","751.40","755.11","746.42","671.04M","0.55%"
"2019년 04월 29일","750.60","744.01","750.60","742.43","754.66M","1.30%"
"2019년 04월 26일","741.00","748.30","750.23","739.84","865.15M","-1.26%"
"2019년 04월 25일","750.43","757.64","757.64","750.43","946.89M","-0.98%"
"2019년 04월 24일","757.82","765.00","765.02","755.93","886.60M","-0.47%"
"2019년 04월 23일","761.42","763.58","764.48","756.77","895.10M","-0.08%"
"2019년 04월 22일","762.01","764.37","767.02","760.02","691.82M","-0.07%"
"2019년 04월 19일","762.57","757.42","762.95","757.35","773.55M","1.20%"
"2019년 04월 18일","753.52","767.74","767.85","751.59","904.45M","-1.74%"
"2019년 04월 17일","766.89","766.70","768.43","765.36","1.06B","0.24%"
"2019년 04월 16일","765.02","767.59","767.73","758.69","979.26M","-0.23%"
"2019년 04월 15일","766.75","770.63","770.66","765.62","951.96M","-0.14%"
"2019년 04월 12일","767.85","765.60","769.09","762.99","926.53M","0.18%"
"2019년 04월 11일","766.49","762.15","766.56","762.13","760.87M","0.83%"
"2019년 04월 10일","760.15","755.73","760.15","754.05","744.53M","0.44%"
"2019년 04월 09일","756.81","753.72","756.92","749.87","836.57M","0.65%"
"2019년 04월 08일","751.92","755.32","756.16","750.02","762.37M","0.03%"
"2019년 04월 05일","751.71","752.28","753.97","748.79","788.49M","0.02%"
"2019년 04월 04일","751.58","750.90","753.39","746.29","879.69M","0.30%"
"2019년 04월 03일","749.30","741.76","749.30","740.73","807.52M","1.32%"
"2019년 04월 02일","739.57","740.94","740.94","737.18","955.94M","0.37%"
"2019년 04월 01일","736.81","731.50","737.69","729.74","704.76M","1.03%"
"2019년 03월 29일","729.31","723.64","729.31","714.53","779.26M","1.33%"
"2019년 03월 28일","719.72","727.70","728.56","719.72","695.54M","-1.20%"
"2019년 03월 27일","728.45","739.22","739.22","728.43","748.82M","-1.13%"
"2019년 03월 26일","736.81","732.76","737.50","729.22","656.38M","1.32%"
"2019년 03월 25일","727.21","733.51","737.22","726.93","696.28M","-2.25%"
"2019년 03월 22일","743.97","747.87","748.05","741.03","752.36M","0.06%"
"2019년 03월 21일","743.52","750.79","753.98","742.03","795.56M","-0.83%"
"2019년 03월 20일","749.76","750.50","750.50","741.25","880.13M","0.11%"
"2019년 03월 19일","748.91","757.07","757.88","748.76","984.69M","-0.56%"
"2019년 03월 18일","753.13","752.15","755.89","748.70","705.22M","0.64%"
"2019년 03월 15일","748.36","756.82","757.29","743.34","881.37M","-0.93%"
"2019년 03월 14일","755.42","758.53","762.41","755.42","643.98M","0.07%"
"2019년 03월 13일","754.89","755.30","758.90","750.49","797.15M","0.02%"
"2019년 03월 12일","754.76","745.76","754.76","745.76","792.77M","2.12%"
"2019년 03월 11일","739.09","737.27","739.10","726.11","686.95M","0.42%"
"2019년 03월 08일","735.97","733.38","739.59","730.42","871.23M","-0.12%"
"2019년 03월 07일","736.83","746.21","750.13","733.49","897.29M","-1.32%"
"2019년 03월 06일","746.70","750.13","750.81","741.68","846.99M","-0.17%"
"2019년 03월 05일","747.95","746.90","751.45","743.80","753.41M","-0.02%"
"2019년 03월 04일","748.07","739.19","748.87","739.19","707.58M","2.30%"
"2019년 02월 28일","731.25","753.29","755.92","731.25","1.02B","-2.78%"
"2019년 02월 27일","752.16","748.11","752.16","747.16","921.72M","0.68%"
"2019년 02월 26일","747.09","752.25","753.66","746.12","956.64M","-0.44%"
"2019년 02월 25일","750.40","746.79","750.93","746.30","735.84M","0.94%"
"2019년 02월 22일","743.38","747.25","748.11","740.94","965.51M","-0.53%"
"2019년 02월 21일","747.33","752.30","752.75","744.87","956.55M","-0.45%"
"2019년 02월 20일","750.69","749.52","751.66","747.56","885.29M","0.35%"
"2019년 02월 19일","748.05","746.50","748.69","741.20","793.92M","0.36%"
"2019년 02월 18일","745.33","743.53","746.81","742.50","734.38M","0.90%"
"2019년 02월 15일","738.66","741.53","743.20","734.37","738.00M","-0.49%"
"2019년 02월 14일","742.27","740.69","742.46","737.07","738.31M","0.32%"
"2019년 02월 13일","739.91","734.56","740.44","733.37","798.62M","1.28%"
"2019년 02월 12일","730.58","734.87","735.14","729.52","692.22M","-0.39%"
"2019년 02월 11일","733.47","731.82","733.94","730.32","704.62M","0.65%"
"2019년 02월 08일","728.74","726.40","729.74","724.99","736.60M","-0.01%"
"2019년 02월 07일","728.79","719.86","728.89","717.53","713.06M","1.66%"
"2019년 02월 01일","716.92","719.08","719.74","714.66","643.32M","0.01%"
"2019년 01월 31일","716.86","719.93","721.58","714.31","684.51M","0.22%"
"2019년 01월 30일","715.30","712.87","716.77","711.71","719.24M","0.61%"
"2019년 01월 29일","710.99","712.65","713.65","705.89","703.39M","-0.46%"
"2019년 01월 28일","714.26","713.41","717.31","711.96","664.27M","0.40%"
"2019년 01월 25일","711.38","705.66","712.67","704.67","631.59M","0.99%"
"2019년 01월 24일","704.41","696.97","704.78","696.80","605.76M","1.26%"
"2019년 01월 23일","695.63","691.50","697.06","690.91","683.16M","0.16%"
"2019년 01월 22일","694.55","698.00","698.30","692.45","794.37M","-0.15%"
"2019년 01월 21일","695.62","698.74","698.74","692.95","794.34M","-0.10%"
"2019년 01월 18일","696.34","690.83","696.34","689.80","819.96M","1.46%"
"2019년 01월 17일","686.35","694.94","696.21","686.27","862.71M","-1.01%"
"2019년 01월 16일","693.38","692.72","693.50","687.43","788.31M","0.43%"
"2019년 01월 15일","690.39","684.97","691.56","684.32","639.02M","1.07%"
"2019년 01월 14일","683.09","687.42","687.42","682.54","613.34M","-0.47%"
"2019년 01월 11일","686.33","686.09","688.01","683.59","701.51M","0.44%"
"2019년 01월 10일","683.34","680.61","685.65","678.23","735.09M","0.53%"
"2019년 01월 09일","679.74","672.38","681.12","671.95","622.02M","1.68%"
"2019년 01월 08일","668.49","674.53","675.05","667.01","623.52M","-0.65%"
"2019년 01월 07일","672.84","672.76","675.31","669.07","584.29M","1.26%"
"2019년 01월 04일","664.49","655.62","664.49","648.95","554.45M","1.14%"
"2019년 01월 03일","657.02","671.98","673.61","656.85","656.33M","-1.85%"
"2019년 01월 02일","669.37","682.16","683.09","667.71","539.45M","-0.93%"
"2018년 12월 28일","675.65","670.83","675.89","669.71","598.21M","1.16%"
"2018년 12월 27일","667.88","678.86","678.86","667.13","575.97M","0.32%"
"2018년 12월 26일","665.74","658.70","666.69","655.80","696.04M","-0.60%"
"2018년 12월 24일","669.79","671.78","673.48","668.46","690.90M","-0.57%"
"2018년 12월 21일","673.64","667.22","675.23","667.21","629.58M","0.82%"
"2018년 12월 20일","668.13","667.74","677.79","664.34","597.24M","-0.59%"
"2018년 12월 19일","672.08","663.73","673.59","661.20","777.03M","1.88%"
"2018년 12월 18일","659.67","654.14","665.17","653.81","675.89M","-0.34%"
"2018년 12월 17일","661.90","665.48","665.77","652.84","550.12M","-0.67%"
"2018년 12월 14일","666.34","680.91","680.91","663.43","522.17M","-2.26%"
"2018년 12월 13일","681.78","678.51","681.78","673.78","553.27M","0.78%"
"2018년 12월 12일","676.48","664.76","676.98","664.76","524.54M","2.34%"
"2018년 12월 11일","661.01","673.23","673.61","661.01","566.81M","-1.40%"
"2018년 12월 10일","670.39","675.53","680.19","667.25","495.08M","-2.18%"
"2018년 12월 07일","685.33","685.48","687.81","679.28","600.79M","1.02%"
"2018년 12월 06일","678.38","699.15","699.54","677.09","637.16M","-3.24%"
"2018년 12월 05일","701.12","695.14","702.69","694.88","639.46M","-1.06%"
"2018년 12월 04일","708.63","709.46","711.77","704.30","656.06M","-0.12%"
"2018년 12월 03일","709.46","704.38","709.65","702.65","549.16M","1.97%"
"2018년 11월 30일","695.76","696.99","700.51","692.80","537.91M","0.04%"
"2018년 11월 29일","695.48","709.69","710.45","694.71","667.66M","-0.66%"
"2018년 11월 28일","700.12","702.99","703.24","698.74","658.49M","-0.08%"
"2018년 11월 27일","700.67","698.96","702.13","693.18","521.35M","0.76%"
"2018년 11월 26일","695.36","685.10","697.57","685.06","470.52M","1.80%"
"2018년 11월 23일","683.06","694.24","695.75","682.21","578.90M","-1.35%"
"2018년 11월 22일","692.39","697.84","700.41","690.06","513.21M","-0.48%"
"2018년 11월 21일","695.72","681.66","695.72","676.67","573.87M","0.71%"
"2018년 11월 20일","690.81","691.53","697.98","689.54","486.69M","-1.61%"
"2018년 11월 19일","702.13","693.25","702.26","692.20","489.40M","1.73%"
"2018년 11월 16일","690.18","685.05","692.60","682.87","659.14M","1.29%"
"2018년 11월 15일","681.38","672.32","681.38","666.63","667.93M","1.46%"
"2018년 11월 14일","671.56","670.25","680.29","665.78","459.37M","0.11%"
"2018년 11월 13일","670.85","658.52","671.93","651.19","542.15M","0.00%"
"2018년 11월 12일","670.82","677.96","682.52","670.13","574.24M","-2.40%"
"2018년 11월 09일","687.29","694.18","695.11","680.68","791.78M","-0.92%"
"2018년 11월 08일","693.67","695.05","697.25","691.39","747.37M","1.66%"
"2018년 11월 07일","682.37","693.56","700.25","677.50","599.59M","-1.33%"
"2018년 11월 06일","691.55","695.32","695.65","683.31","512.02M","-0.06%"
"2018년 11월 05일","691.94","686.76","693.29","680.11","442.50M","0.19%"
"2018년 11월 02일","690.65","666.59","690.65","666.59","564.22M","5.05%"
"2018년 11월 01일","657.46","655.11","668.73","654.66","582.65M","1.36%"
"2018년 10월 31일","648.67","648.72","650.38","638.38","619.02M","0.70%"
"2018년 10월 30일","644.14","623.33","644.65","617.00","798.84M","2.29%"
"2018년 10월 29일","629.70","663.95","674.77","629.70","657.09M","-5.03%"
"2018년 10월 26일","663.07","694.37","694.37","658.11","582.82M","-3.46%"
"2018년 10월 25일","686.84","678.49","693.07","672.17","553.16M","-1.78%"
"2018년 10월 24일","699.30","727.07","729.89","697.13","513.84M","-2.74%"
"2018년 10월 23일","719.00","740.35","742.45","716.85","487.84M","-3.38%"
"2018년 10월 22일","744.15","736.74","744.15","733.11","421.57M","0.50%"
"2018년 10월 19일","740.48","725.29","740.54","718.48","440.06M","1.25%"
"2018년 10월 18일","731.34","741.21","742.24","730.08","482.97M","-1.06%"
"2018년 10월 17일","739.15","744.21","746.14","732.61","536.54M","1.05%"
"2018년 10월 16일","731.50","724.30","734.12","724.30","472.81M","1.76%"
"2018년 10월 15일","718.87","732.98","733.90","717.72","496.93M","-1.73%"
"2018년 10월 12일","731.50","704.72","731.50","704.72","557.28M","3.41%"
"2018년 10월 11일","707.38","720.22","733.04","707.31","699.18M","-5.37%"
"2018년 10월 10일","747.50","768.31","770.85","746.63","669.59M","-2.56%"
"2018년 10월 08일","767.15","772.36","784.47","767.08","516.02M","-0.85%"
"2018년 10월 05일","773.70","784.94","791.32","769.29","573.66M","-1.94%"
"2018년 10월 04일","789.00","800.03","801.46","785.14","528.70M","-0.75%"
"2018년 10월 02일","794.99","817.39","818.46","794.99","587.85M","-2.64%"
"2018년 10월 01일","816.53","824.86","825.53","813.48","571.06M","-0.70%"
"2018년 09월 28일","822.27","832.37","833.14","819.90","704.23M","-1.29%"
"2018년 09월 27일","833.01","828.09","834.29","827.88","551.57M","0.62%"
"2018년 09월 21일","827.84","825.16","827.92","821.36","532.20M","0.82%"
"2018년 09월 20일","821.13","829.20","832.51","819.30","686.61M","-0.70%"
"2018년 09월 19일","826.91","833.00","834.15","824.46","788.46M","-0.59%"
"2018년 09월 18일","831.85","826.44","833.66","824.87","704.54M","0.36%"
"2018년 09월 17일","828.88","837.93","837.97","826.16","587.18M","-0.72%"
"2018년 09월 14일","834.91","833.84","836.36","831.17","603.31M","0.48%"
"2018년 09월 13일","830.95","828.54","830.95","825.10","552.20M","0.56%"
"2018년 09월 12일","826.33","824.52","827.75","820.34","639.69M","0.74%"
"2018년 09월 11일","820.23","816.21","821.29","815.82","688.24M","0.50%"
"2018년 09월 10일","816.16","819.70","820.13","814.87","618.28M","-0.33%"
"2018년 09월 07일","818.86","816.09","820.22","810.28","699.52M","0.45%"
"2018년 09월 06일","815.18","821.50","822.10","813.91","709.79M","-0.59%"
"2018년 09월 05일","820.00","827.72","829.66","819.45","663.69M","-0.88%"
"2018년 09월 04일","827.27","819.34","828.01","818.26","644.22M","1.28%"
"2018년 09월 03일","816.84","817.93","820.35","812.85","583.65M","-0.02%"
"2018년 08월 31일","816.97","803.18","817.83","801.69","727.39M","1.55%"
"2018년 08월 30일","804.47","805.22","807.91","801.19","752.11M","0.16%"
"2018년 08월 29일","803.18","800.51","803.34","798.43","654.44M","0.63%"
"2018년 08월 28일","798.17","806.59","806.89","797.84","673.69M","-0.36%"
"2018년 08월 27일","801.04","799.29","801.58","796.11","633.86M","0.35%"
"2018년 08월 24일","798.23","790.76","799.33","787.13","567.85M","0.88%"
"2018년 08월 23일","791.28","788.90","792.03","782.94","595.24M","0.68%"
"2018년 08월 22일","785.95","790.88","792.70","785.83","595.00M","-0.15%"
"2018년 08월 21일","787.15","773.12","788.92","772.59","516.59M","2.26%"
"2018년 08월 20일","769.78","775.81","778.26","769.21","483.97M","-0.33%"
"2018년 08월 17일","772.30","766.29","773.37","765.03","587.55M","1.46%"
"2018년 08월 16일","761.18","752.04","761.57","743.68","572.84M","-0.10%"
"2018년 08월 14일","761.94","758.33","766.26","756.01","538.31M","0.83%"
"2018년 08월 13일","755.65","780.69","780.69","755.58","619.26M","-3.72%"
"2018년 08월 10일","784.81","789.71","792.44","781.34","620.21M","-0.59%"
"2018년 08월 09일","789.48","783.43","789.68","780.95","601.97M","0.72%"
"2018년 08월 08일","783.81","787.21","789.76","781.27","660.08M","-0.11%"
"2018년 08월 07일","784.70","783.45","784.88","775.50","526.42M","0.42%"
"2018년 08월 06일","781.41","789.26","790.82","780.97","514.90M","-0.94%"
"2018년 08월 03일","788.81","786.10","788.82","784.33","539.01M","0.95%"
"2018년 08월 02일","781.38","788.77","788.88","776.38","546.86M","-1.12%"
"2018년 08월 01일","790.25","779.00","790.38","778.55","574.48M","1.90%"
